,fixture_id,home_team,away_team,home_goals,away_goals,venue,referee,round,date,season,status,home_coach,home_foramtion,home_players,away_coach,away_formation,away_players,H_avg_ratings,A_avg_ratings
0,635867,Al Shabab,Abha,1.0,0.0,Prince Faisal bin Fahd Stadium,Mohammed Al Hoaish,1,2020-10-17T18:00:00+03:00,2020/2021,Match Finished,,4-4-2,"[('Giedrius Arlauskis', 'G'), ('Mohammed Salem', 'D'), ('Ahmed Sharahili', 'D'), ('Hassan Altambakti', 'D'), ('Khaled Al-Ghamdi', 'D'), (""Alfred N'Diaye"", 'M'), ('Éver Banega', 'M'), ('Cristian Guanca', 'M'), ('Abdullah Al Shamekh', 'M'), ('Makhete Diop', 'F'), ('Sebá', 'F')]",A. Chebbi,4-2-3-1,"[('Abdelali Mhamdi', 'G'), ('Saeed Ali', 'D'), ('Ahmad Al Hbeab', 'D'), ('Amine Attouchi', 'D'), ('Sari Amro', 'D'), ('Riyadh Sharahili', 'M'), ('Karim Aouadhi', 'M'), ('Saleh Al-Amri', 'M'), ('Abdulrahman Al-Barakah', 'M'), ('Craig Goodwin', 'M'), ('Muath Afaneh', 'F')]",,
1,635868,Al Taawon,Al-Faisaly FC,1.0,1.0,King Abdullah bin Abdulaziz City,Faisal Alblwi,1,2020-10-17T18:10:00+03:00,2020/2021,Match Finished,Abdullah Assiri,5-4-1,"[('Cássio', 'G'), ('Faisal Darwish', 'D'), ('Ahmad Asiri', 'D'), ('Iago Santos', 'D'), ('Fahad Al Hamad', 'D'), ('Hassan Kadesh', 'D'), ('Abdoulaye Sane', 'M'), ('Sandro Manoel', 'M'), ('Cedric Amissi', 'M'), ('Mitchell Duke', 'M'), ('Léandre Tawamba', 'F')]",Péricles Chamusca,4-3-3,"[('Mustafa Malaika', 'G'), ('Khaled Daghriri', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Ahmed Atalh Alanzy', 'M'), ('Hicham Faik', 'M'), ('Alexander Merkel', 'M'), ('Khalid Al-Kaabi', 'F'), ('Júlio Tavares', 'F'), ('Ismail Omar', 'F')]",,
2,635869,Al Wehda Club,Al-Qadisiyah FC,2.0,1.0,King Abdulaziz Sports City Stadium,Khaled Salwi,1,2020-10-17T20:00:00+03:00,2020/2021,Match Finished,,4-4-2,"[('Abdullah Hussein Al Owisher', 'G'), ('Hamad Al Jayzani', 'D'), ('Alberto Botía', 'D'), ('Pedro Henrique', 'D'), ('Mohammed Al Alamri', 'D'), ('Anselmo', 'M'), ('Mohammed Al Qarni', 'M'), ('Waleed Bakshween', 'M'), ('Luisinho', 'M'), ('Jaber Assiri', 'F'), ('Hernani', 'F')]",,4-3-2-1,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Tohaifan', 'D'), ('Khalifah Aldawsari', 'D'), ('Rhys Williams', 'D'), ('Adel Al-Mawled', 'D'), ('Stanley Ohawuchi', 'M'), ('Naif Hazzazi', 'M'), ('Hassan Al-Amri', 'M'), ('Hassan Abu Sharara', 'M'), ('Danilo Asprilla', 'M'), ('Carolus Andria', 'F')]",,
3,635870,Al-Hilal Saudi FC,Al-Ain,1.0,0.0,Prince Faisal bin Fahd Stadium,Sultan Al-Harbi,1,2020-10-17T21:15:00+03:00,2020/2021,Match Finished,,4-4-2,"[('Abdullah Al-Mayouf', 'G'), ('Amiri Kurdi', 'D'), ('Mohammed Jahfali', 'D'), ('Ali Al-Boleahi', 'D'), ('Yasir Al-Shahrani', 'D'), ('Ahmed Ashraf', 'M'), ('Gustavo Cuéllar', 'M'), ('Mohamed Kanno', 'M'), ('Hattan Bahebri', 'M'), ('Sebastian Giovinco', 'F'), ('Omar Kharbin', 'F')]",,4-2-3-1,"[('Mohammed Mazyad Alshammari', 'G'), ('Hassan Al-Harbi', 'D'), ('Yahia Al-Kabie', 'D'), ('Mohammed Nahiri', 'D'), ('Saif Hussain', 'D'), ('Omar Al-Suhaymi', 'M'), ('Saeed Al-Zahrani', 'M'), ('Amadou Moutari', 'M'), ('Peter Nworah', 'M'), ('Saeed Al-Qarni', 'M'), ('Mohammad Fouad', 'F')]",,
4,635871,Al Baten,Al-Ahli Jeddah,0.0,1.0,Al-Batin FC Stadium,Khaled Al Teris,1,2020-10-18T18:00:00+03:00,2020/2021,Match Finished,José Garrido,4-3-2-1,"[('Mazyad Al Enazi', 'G'), ('Saad Al Khayri', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Hassan Mohammed Raghfawi', 'D'), ('Dhaifallah Al-Qarni', 'M'), ('Khaleem Hyland', 'M'), ('Youssef El Jebli', 'M'), ('Yousef Al-Shammari', 'M'), ('Mohamed Rayhi', 'M'), ('Hassan Sharahili', 'F')]",V. Milojević,4-2-3-1,"[('Yasser Al-Mosailem', 'G'), ('Hassoun', 'D'), ('Mohammed Al-Khabrani', 'D'), ('Motaz Hawsawi', 'D'), ('Lucas Lima', 'D'), ('Ali Al-Asmari', 'M'), ('Driss Fettouhi', 'M'), ('Sultan Mandash', 'M'), ('Marko Marin', 'M'), ('Salman Al-Muwashar', 'M'), ('Omar Al-Soma', 'F')]",,
5,635872,Al-Nassr,Al-Fateh,1.0,2.0,Prince Faisal bin Fahd Stadium,Majed Al Shamrani,1,2020-10-18T18:00:00+03:00,2020/2021,Match Finished,Rui Vitória,4-2-3-1,"[('Brad Jones', 'G'), ('Osama Al Khalaf', 'D'), ('Maicon', 'D'), ('Abdullah Madu', 'D'), ('Jin-su Kim', 'D'), ('Abdullah Alkhaibari', 'M'), ('Abdulmajeed Al-Sulaiheem', 'M'), ('Nordin Amrabat', 'M'), ('Gonzalo Martinez', 'M'), ('Khalid Al-Ghannam', 'M'), ('Abdulfattah Adam Mohammed', 'F')]",Y. Ferrera,4-4-2,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Marwane Saadane', 'D'), ('Hassan Al-Habib', 'D'), ('Mourad Batna', 'M'), ('Ali Al-Zaqan', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('Tawfiq Buhumaid', 'M'), ('Mitchell Te Vrede', 'F'), ('Sofiane Bendebka', 'F')]",,
6,635873,Dhamk,Al-Raed,2.0,3.0,Prince Sultan bin Abdulaziz Sports City Stadium,Shukri Al Hanfosh,1,2020-10-18T18:20:00+03:00,2020/2021,Match Finished,N. Zekri,4-2-3-1,"[('Moustapha Zeghba', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Cristian Lema', 'D'), ('Abdulrahman Khalid Al Rio', 'D'), ('Abdullah Khtab', 'M'), ('Ayman Al-Hujaili', 'M'), ('Ibrahim Chenihi', 'M'), ('Bilel Saidani', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]",B. Hasi,4-3-3,"[('Ahmad Al Harbi', 'G'), ('Mohammed Al-Dosari', 'D'), ('Aqel Al-Sahbi', 'D'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Arnaud Djoum', 'M'), ('Jalal Daoudi', 'M'), ('Sultan Farhan', 'M'), ('Abdullah Almogren', 'F'), ('Mohamed Al-Sahli', 'F'), ('Ahmad Zain', 'F')]",,
7,635874,Al-Ittihad FC,Al-Ettifaq,1.0,2.0,King Abdullah Sports City,Turki Al Khudair,1,2020-10-18T20:00:00+03:00,2020/2021,Match Finished,Fábio Carille,4-4-2,"[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Bruno Uvini', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Abdulrahman Alobud', 'M'), ('Karim El Ahmadi', 'M'), ('Bruno Henrique', 'M'), ('Fahad Al Muwallad', 'M'), ('Romarinho', 'F'), ('Abdulaziz Al-Bishi', 'F')]",Khaled Al Atawi,4-4-2,"[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Saeed Al-Rabiei', 'D'), ('Karol Mets', 'D'), ('Ail Fuad', 'D'), ('Alhwsawi Sanousi Mohammed', 'M'), ('Filip Kiss', 'M'), ('Souza', 'M'), ('Hazzaa Al-Hazzaa', 'M'), ('Souleymane Doukara', 'F'), ('Abdullah Al-Salem', 'F')]",,
8,635875,Abha,Al-Hilal Saudi FC,1.0,1.0,Prince Sultan bin Abdulaziz Sports City Stadium,Majed Al Shamrani,2,2020-10-22T15:40:00+03:00,2020/2021,Match Finished,A. Chebbi,4-2-3-1,"[('Abdelali Mhamdi', 'G'), ('Saeed Al Hamsal', 'D'), ('Mehdi Tahrat', 'D'), ('Amine Attouchi', 'D'), ('Sari Amro', 'D'), ('Karim Aouadhi', 'M'), ('Riyadh Sharahili', 'M'), ('Saleh Al-Amri', 'M'), ('Saad Bguir', 'M'), ('Craig Goodwin', 'M'), ('Carlos Strandberg', 'F')]",R. Lucescu,4-2-3-1,"[('Abdullah Al-Mayouf', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Ali Al-Boleahi', 'D'), ('Yasir Al-Shahrani', 'D'), ('Mohamed Kanno', 'M'), ('Gustavo Cuéllar', 'M'), ('André Carrillo', 'M'), ('Sebastian Giovinco', 'M'), ('Ahmed Ashraf', 'M'), ('Saleh Al-Shehri', 'F')]",,
9,635876,Al Taawon,Al-Nassr,1.0,0.0,King Abdullah bin Abdulaziz City,Mohammed Al Hoaish,2,2020-10-22T18:05:00+03:00,2020/2021,Match Finished,Abdullah Assiri,4-2-3-1,"[('Cássio', 'G'), ('Yaseen Barnawi', 'D'), ('Ahmad Asiri', 'D'), ('Iago Santos', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Ryan Al-Mousa', 'M'), ('Sandro Manoel', 'M'), ('Mitchell Duke', 'M'), ('Cedric Amissi', 'M'), ('Abdullah Al-Jawaey', 'M'), ('Léandre Tawamba', 'F')]",Rui Vitória,4-2-3-1,"[('Brad Jones', 'G'), ('Jin-su Kim', 'D'), ('Abdulelah Alamri', 'D'), ('Abdullah Madu', 'D'), ('Abdulrahman Al-Obaid', 'D'), ('Ali Mukhtar', 'M'), ('Abdulmajeed Al-Sulaiheem', 'M'), ('Ayman Yahya', 'M'), ('Ali Al-Hassan', 'M'), ('Khalid Al-Ghannam', 'M'), ('Ahmed Musa', 'F')]",,
10,635877,Al-Ahli Jeddah,Al Wehda Club,1.0,0.0,King Abdullah Sports City,Turki Al Khudair,2,2020-10-22T19:55:00+03:00,2020/2021,Match Finished,V. Milojević,4-2-3-1,"[('Mohammed Al Yami', 'G'), ('Hassoun', 'D'), ('Mohammed Al-Khabrani', 'D'), ('Motaz Hawsawi', 'D'), ('Lucas Lima', 'D'), ('Ljubomir Fejsa', 'M'), ('Driss Fettouhi', 'M'), ('Hassan Al Qaid', 'M'), ('Marko Marin', 'M'), ('Salman Al-Muwashar', 'M'), ('Omar Al-Soma', 'F')]",Ivo Vieira,4-2-3-1,"[('Abdullah Hussein Al Owisher', 'G'), ('Hamad Al Jayzani', 'D'), ('Alberto Botía', 'D'), ('Pedro Henrique', 'D'), ('Mohammed Al Alamri', 'D'), ('Waleed Bakshween', 'M'), ('Mohammed Al Qarni', 'M'), ('Hernani', 'M'), ('Anselmo', 'M'), ('Luisinho', 'M'), ('Youssouf Niakate', 'F')]",,
11,635878,Al-Qadisiyah FC,Dhamk,2.0,1.0,Prince Saud bin Jalawi Stadium,Faisal Alblwi,2,2020-10-23T17:40:00+03:00,2020/2021,Match Finished,Y. Al Mannai,4-3-3,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Tohaifan', 'D'), ('Khalifah Aldawsari', 'D'), ('Rhys Williams', 'D'), ('Adel Al-Mawled', 'D'), ('Hassan Abu Sharara', 'M'), ('Edson', 'M'), ('Mihai Bordeianu', 'M'), ('Danilo Asprilla', 'F'), ('Carolus Andria', 'F'), ('Stanley Ohawuchi', 'F')]",N. Zekri,4-1-4-1,"[('Moustapha Zeghba', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Ibrahim Alnakhli', 'D'), ('Abdulrahman Khalid Al Rio', 'D'), ('Mohanad Al Najai', 'M'), ('Ibrahim Chenihi', 'M'), ('Bilel Saidani', 'M'), ('Ayman Al-Hujaili', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]",,
12,635879,Al-Raed,Al Shabab,2.0,2.0,King Abdullah bin Abdulaziz City,Sultan Al-Harbi,2,2020-10-23T18:05:00+03:00,2020/2021,Match Finished,B. Hasi,3-5-2,"[('Azzedine Doukha', 'G'), ('Aqel Al-Sahbi', 'D'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Mohammed Al-Dosari', 'M'), ('Sultan Farhan', 'M'), ('Jalal Daoudi', 'M'), ('Arnaud Djoum', 'M'), ('Ahmad Zain', 'M'), ('Mohamed Al-Sahli', 'F'), ('Abdullah Almogren', 'F')]",Pedro Caixinha,4-5-1,"[('Giedrius Arlauskis', 'G'), ('Khaled Al-Ghamdi', 'D'), ('Igor Lichnovsky', 'D'), ('Ahmed Sharahili', 'D'), ('Abdullah Al Shamekh', 'D'), ('Cristian Guanca', 'M'), ('Mohammed Salem', 'M'), (""Alfred N'Diaye"", 'M'), ('Éver Banega', 'M'), ('Fábio Martins', 'M'), ('Makhete Diop', 'F')]",,
13,635880,Al-Faisaly FC,Al Baten,2.0,1.0,Al Majma'ah Sports City Stadium,Shukri Al Hanfosh,2,2020-10-23T19:55:00+03:00,2020/2021,Match Finished,,4-3-3,"[('Mustafa Malaika', 'G'), ('Khaled Daghriri', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Ahmed Atalh Alanzy', 'M'), ('Alexander Merkel', 'M'), ('Abdulaziz Al-Shereid', 'M'), ('Khalid Al-Kaabi', 'F'), ('Júlio Tavares', 'F'), ('Ismail Omar', 'F')]",,4-3-2-1,"[('Mazyad Al Enazi', 'G'), ('Saad Al Khayri', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Hassan Mohammed Raghfawi', 'D'), ('Dhaifallah Al-Qarni', 'M'), ('Khaleem Hyland', 'M'), ('Youssef El Jebli', 'M'), ('Abdalmajeed Obaid', 'M'), ('Mohamed Rayhi', 'M'), ('Hassan Sharahili', 'F')]",,
14,635881,Al-Ettifaq,Al-Ain,2.0,1.0,Prince Mohamed bin Fahd Stadium,Mohammed Al Qarni,2,2020-10-24T17:40:00+03:00,2020/2021,Match Finished,Khaled Al Atawi,4-3-2-1,"[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Abdullah Khateeb', 'D'), ('Karol Mets', 'D'), ('Ail Fuad', 'D'), ('Filip Kiss', 'M'), ('Souza', 'M'), ('Hazzaa Al-Hazzaa', 'M'), ('Souleymane Doukara', 'M'), ('Naïm Sliti', 'M'), ('Abdullah Al-Salem', 'F')]",M. Skibbe,4-2-3-1,"[('Mohammed Mazyad Alshammari', 'G'), ('Mohammed Al-Shoraimi', 'D'), ('Hassan Al-Harbi', 'D'), ('Saif Hussain', 'D'), ('Yahia Al-Kabie', 'D'), ('Saphir Taïder', 'M'), ('Mohammed Nahiri', 'M'), ('Amadou Moutari', 'M'), ('Saeed Al-Zahrani', 'M'), ('Mohammad Fouad', 'M'), ('Getterson', 'F')]",,
15,635882,Al-Fateh,Al-Ittihad FC,2.0,2.0,Prince Abdullah bin Jalawi Sports City Stadium,Khaled Al Teris,2,2020-10-24T19:55:00+03:00,2020/2021,Match Finished,,4-4-2,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Marwane Saadane', 'D'), ('Tawfiq Buhumaid', 'D'), ('Mourad Batna', 'M'), ('Sofiane Bendebka', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('Ali Al-Zaqan', 'M'), ('Mitchell Te Vrede', 'F'), ('Hassan Al-Habib', 'F')]",,4-4-2,"[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Abdulmohsen Fallatah', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Abdulaziz Al-Bishi', 'M'), ('Bruno Henrique', 'M'), ('Karim El Ahmadi', 'M'), ('Fahad Al Muwallad', 'M'), ('Romarinho', 'F'), ('Aleksandar Prijović', 'F')]",,
16,635883,Al Baten,Al-Raed,2.0,1.0,Al-Batin FC Stadium,Khaled Salwi,3,2020-10-29T16:50:00+03:00,2020/2021,Match Finished,José Garrido,4-2-3-1,"[('Martín Campaña', 'G'), ('Saad Al Khayri', 'D'), ('Renato Chaves', 'D'), ('Xandro Schenk', 'D'), ('Abdulmalek Al-Shammary', 'D'), ('Zakaria Al-Sudani', 'M'), ('Khaleem Hyland', 'M'), ('Youssef El Jebli', 'M'), ('Abdulaziz Damdam', 'M'), ('Mohamed Rayhi', 'M'), ('Fabio Abreu', 'F')]",B. Hasi,3-5-2,"[('Azzedine Doukha', 'G'), ('Aqel Al-Sahbi', 'D'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Awdh Faraj', 'M'), ('Sultan Farhan', 'M'), ('Jalal Daoudi', 'M'), ('Arnaud Djoum', 'M'), ('Ahmad Zain', 'M'), ('Mohamed Al-Sahli', 'F'), ('Karim El Berkaoui', 'F')]",,
17,635884,Al-Qadisiyah FC,Al Taawon,1.0,0.0,Prince Saud bin Jalawi Stadium,Raed Al Zahrani,3,2020-10-29T18:50:00+03:00,2020/2021,Match Finished,Y. Al Mannai,4-3-3,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Tohaifan', 'D'), ('Uroš Vitas', 'D'), ('Rhys Williams', 'D'), ('Khalifah Aldawsari', 'D'), ('Abdulmohsen Al-Qahtani', 'M'), ('Edson', 'M'), ('Hassan Abu Sharara', 'M'), ('Carolus Andria', 'F'), ('Mihai Bordeianu', 'F'), ('Danilo Asprilla', 'F')]",Abdullah Assiri,4-2-3-1,"[('Hussein Shaian', 'G'), ('Yaseen Barnawi', 'D'), ('Ahmad Asiri', 'D'), ('Fahad Al Hamad', 'D'), ('Hassan Kadesh', 'D'), ('Mutair Al Zahrani', 'M'), ('Mohammed Abusabaan', 'M'), ('Mitchell Duke', 'M'), ('Faisal Darwish', 'M'), ('Abdullah Al-Jawaey', 'M'), ('Léandre Tawamba', 'F')]",,
18,635885,Al-Ain,Al-Fateh,2.0,4.0,King Saud Sport City Stadium,Mohammed Alharbi,3,2020-10-30T14:40:00+03:00,2020/2021,Match Finished,M. Skibbe,4-2-3-1,"[('Mohammed Mazyad Alshammari', 'G'), ('Mohammed Al-Shoraimi', 'D'), ('Hassan Al-Harbi', 'D'), ('Saif Hussain', 'D'), ('Yahia Al-Kabie', 'D'), ('Filip Bradarić', 'M'), ('Mohammed Nahiri', 'M'), ('Amadou Moutari', 'M'), ('Juanpi Añor', 'M'), ('Mohammad Fouad', 'M'), ('Getterson', 'F')]",Y. Ferrera,4-2-3-1,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Fahd Mohammed Al-Harbi', 'D'), ('Tawfiq Buhumaid', 'D'), ('Majed Omar Kanabah', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('Mourad Batna', 'M'), ('Hassan Al-Habib', 'M'), ('Ali Al-Zaqan', 'M'), ('Saša Jovanović', 'F')]",,
19,635886,Al Wehda Club,Al-Faisaly FC,1.0,2.0,King Abdulaziz Sports City Stadium,Khaled Al Teris,3,2020-10-30T18:50:00+03:00,2020/2021,Match Finished,,4-2-3-1,"[('Abdullah Hussein Al Owisher', 'G'), ('Ali Alzubaidi', 'D'), ('Alberto Botía', 'D'), ('Pedro Henrique', 'D'), ('Mohammed Al Alamri', 'D'), ('Anselmo', 'M'), ('Mohammed Al Qarni', 'M'), ('Hernani', 'M'), ('Dimitri Petratos', 'M'), ('Luisinho', 'M'), ('Youssouf Niakate', 'F')]",,4-3-3,"[('Ahmed Al-Kassar', 'G'), ('Khaled Daghriri', 'D'), ('Waleed Al-Ahmed', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Ahmed Atallah Alanzy', 'M'), ('Hicham Faik', 'M'), ('Abdulaziz Al-Shereid', 'M'), ('Ahmed Ashraf', 'F'), ('Júlio Tavares', 'F'), ('Guilherme Augusto', 'F')]",,
20,635887,Al-Hilal Saudi FC,Dhamk,2.0,0.0,Prince Faisal bin Fahd Stadium,Turki Al Khudair,3,2020-10-31T16:50:00+03:00,2020/2021,Match Finished,R. Lucescu,4-2-3-1,"[('Abdullah Al-Mayouf', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Mohammed Jahfali', 'D'), ('Yasir Al-Shahrani', 'D'), ('Salman Al-Faraj', 'M'), ('Gustavo Cuéllar', 'M'), ('André Carrillo', 'M'), ('Sebastian Giovinco', 'M'), ('Salem Al-Dawsari', 'M'), ('Bafetimbi Gomis', 'F')]",N. Zekri,4-1-4-1,"[('Moustapha Zeghba', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Abdullah Al-Amar', 'D'), ('Cristian Lema', 'D'), ('Sergio Vittor', 'M'), ('Ibrahim Chenihi', 'M'), ('Bilel Saidani', 'M'), ('Mohmad Atiah', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]",,
21,635888,Abha,Al-Ettifaq,3.0,2.0,Prince Sultan bin Abdulaziz Sports City Stadium,Faisal Alblwi,3,2020-10-31T17:15:00+03:00,2020/2021,Match Finished,A. Chebbi,4-2-3-1,"[('Abdelali Mhamdi', 'G'), ('Saeed Al Hamsal', 'D'), ('Mehdi Tahrat', 'D'), ('Amine Attouchi', 'D'), ('Saeed Ali', 'D'), ('Karim Aouadhi', 'M'), ('Riyadh Sharahili', 'M'), ('Saleh Al-Amri', 'M'), ('Saad Bguir', 'M'), ('Craig Goodwin', 'M'), ('Carlos Strandberg', 'F')]",Khaled Al Atawi,4-3-2-1,"[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Saeed Al-Rabiei', 'D'), ('Karol Mets', 'D'), ('Ail Fuad', 'D'), ('Filip Kiss', 'M'), ('Souza', 'M'), ('Hazzaa Al-Hazzaa', 'M'), ('Souleymane Doukara', 'M'), ('Naïm Sliti', 'M'), ('Walid Azarou', 'F')]",,
22,635889,Al-Ittihad FC,Al-Ahli Jeddah,2.0,0.0,King Abdullah Sports City,Majed Al Shamrani,3,2020-10-31T18:50:00+03:00,2020/2021,Match Finished,,4-4-2,"[('Marcelo Grohe', 'G'), ('Saud Abdulhamid', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Hassan Al-Asmari', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Abdulaziz Al-Bishi', 'M'), ('Bruno Henrique', 'M'), ('Karim El Ahmadi', 'M'), ('Garry Rodrigues', 'M'), ('Romarinho', 'F'), ('Fahad Al Muwallad', 'F')]",,4-2-3-1,"[('Yasser Al-Mosailem', 'G'), ('Hassoun', 'D'), ('Mohammed Al-Khabrani', 'D'), ('Motaz Hawsawi', 'D'), ('Lucas Lima', 'D'), ('Ljubomir Fejsa', 'M'), ('Driss Fettouhi', 'M'), ('Salman Al-Muwashar', 'M'), ('Hussain Al Moqahwi', 'M'), ('Alexandru Mitriță', 'M'), ('Omar Al-Soma', 'F')]",,
23,635890,Al Shabab,Al-Nassr,2.0,1.0,Prince Faisal bin Fahd Stadium,Shukri Al Hanfosh,3,2020-11-01T18:50:00+03:00,2020/2021,Match Finished,Pedro Caixinha,3-4-2-1,"[('Giedrius Arlauskis', 'G'), ('Mohammed Salem', 'D'), ('Igor Lichnovsky', 'D'), ('Ahmed Sharahili', 'D'), ('Fawaz Al-Sagour', 'M'), (""Alfred N'Diaye"", 'M'), ('Éver Banega', 'M'), ('Abdullah Al Shamekh', 'M'), ('Cristian Guanca', 'F'), ('Fábio Martins', 'F'), ('Makhete Diop', 'F')]",Rui Vitória,4-2-3-1,"[('Brad Jones', 'G'), ('Osama Al Khalaf', 'D'), ('Ali Al-Oujami', 'D'), ('Abdulelah Alamri', 'D'), ('Jin-su Kim', 'D'), ('Petros', 'M'), ('Ali Mukhtar', 'M'), ('Gonzalo Martinez', 'M'), ('Ali Al-Hassan', 'M'), ('Yahia Al-Shehri', 'M'), ('Raed Al-Ghamdi', 'F')]",,
24,635891,Al Wehda Club,Al-Raed,2.0,3.0,King Abdulaziz Sports City Stadium,Majed Al Shamrani,4,2020-11-05T18:45:00+03:00,2020/2021,Match Finished,,4-2-3-1,"[('Abdullah Hussein Al Owisher', 'G'), ('Ali Alzubaidi', 'D'), ('Alberto Botía', 'D'), ('Pedro Henrique', 'D'), ('Hamad Al Jayzani', 'D'), ('Waleed Bakshween', 'M'), ('Mohammed Al Qarni', 'M'), ('Hernani', 'M'), ('Anselmo', 'M'), ('Hussain Ahmed Al Issa', 'M'), ('Youssouf Niakate', 'F')]",,3-5-2,"[('Azzedine Doukha', 'G'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Hussain Al-Showaish', 'D'), ('Aqel Al-Sahbi', 'M'), ('Abdullah Magrshi', 'M'), ('Jalal Daoudi', 'M'), ('Abdullah Almogren', 'M'), ('Awdh Faraj', 'M'), ('Karim El Berkaoui', 'F'), ('Nemanja Nikolic', 'F')]",,
25,635892,Dhamk,Al-Faisaly FC,0.0,0.0,Prince Sultan bin Abdulaziz Sports City Stadium,Sultan Al-Harbi,4,2020-11-06T14:35:00+03:00,2020/2021,Match Finished,N. Zekri,4-1-4-1,"[('Moustapha Zeghba', 'G'), ('Tariq Mohammed', 'D'), ('Farouk Chafaï', 'D'), ('Cristian Lema', 'D'), ('Abdullah Al-Amar', 'D'), ('Sergio Vittor', 'M'), ('Mansour Hamzi', 'M'), ('Bilel Saidani', 'M'), ('Mohmad Atiah', 'M'), ('Mohammed Harzan Mohsen', 'M'), ('Emilio Zelaya', 'F')]",Péricles Chamusca,4-3-3,"[('Ahmed Al-Kassar', 'G'), ('Khaled Daghriri', 'D'), ('Waleed Al-Ahmed', 'D'), ('Igor Rossi', 'D'), ('Mohmmed Al-Nukhylan', 'D'), ('Alexander Merkel', 'M'), ('Abdulaziz Al-Shereid', 'M'), ('Ismail Omar', 'M'), ('Ahmed Ashraf', 'F'), ('Júlio Tavares', 'F'), ('Guilherme Augusto', 'F')]",,
26,635893,Al-Ettifaq,Al-Hilal Saudi FC,0.0,2.0,Prince Saud bin Jalawi Stadium,Khaled Al Teris,4,2020-11-06T16:30:00+03:00,2020/2021,Match Finished,Khaled Al Atawi,4-3-2-1,"[(""Raïs M'Bolhi"", 'G'), ('Alhwsawi Sanousi Mohammed', 'D'), ('Saeed Al-Rabiei', 'D'), ('Karol Mets', 'D'), ('Abdullah Khateeb', 'D'), ('Saad Alselouli', 'M'), ('Souza', 'M'), ('Filip Kiss', 'M'), ('Souleymane Doukara', 'M'), ('Naïm Sliti', 'M'), ('Walid Azarou', 'F')]",R. Lucescu,4-2-3-1,"[('Abdullah Al-Mayouf', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Ali Al-Boleahi', 'D'), ('Yasir Al-Shahrani', 'D'), ('Salman Al-Faraj', 'M'), ('Gustavo Cuéllar', 'M'), ('André Carrillo', 'M'), ('Sebastian Giovinco', 'M'), ('Salem Al-Dawsari', 'M'), ('Bafetimbi Gomis', 'F')]",,
