fixture_id,team,formation,coach,players,isHome,rating,opponent,opponent_formation,opponent_coach,opponent_players,opponent_rating,season,date,venue,status,round,goals,pts,opponent_pts,result,last_performance,opponent_last_performance,pts_difference,last_against_performance,opponent_last_against_performance
657826,Al-Nassr,4-2-3-1,A. Horvat,"[('Brad Jones', 'G'), ('Sultan Al-Ghannam', 'D'), ('Abdulelah Alamri', 'D'), ('Abdullah Madu', 'D'), ('Abdulrahman Al-Obaid', 'D'), ('Ali Al-Hassan', 'M'), ('Petros', 'M'), ('Abdulfattah Asiri', 'M'), ('Gonzalo Martinez', 'M'), ('Khalid Al-Ghannam', 'M'), ('Abderazak Hamdallah', 'F')]",0,6.93,Al-Ahli Jeddah,4-1-4-1,V. Milojević,"[('Mohammed Al-Owais', 'G'), ('Hassoun', 'D'), ('Talal Al-Absi', 'D'), ('Mohammed Al-Fatil', 'D'), ('Lucas Lima', 'D'), ('Nouh Al-Mousa', 'M'), ('Salman Al-Muwashar', 'M'), ('Driss Fettouhi', 'M'), ('Ali Al-Asmari', 'M'), ('Abdulrahman Ghareeb', 'M'), ('Omar Al-Somah', 'F')]",6.69,2020/2021,2021-03-11 19:45:00,King Abdullah Sports City Reserve Stadium,Match Finished,23,2.0,30,35,Win,6.86,6.64,-5,6.82,7.13
657835,Al Wehda Club,4-2-3-1,Mahmoud Al-Hadid,"[('Abdullah Hussein Al Owisher', 'G'), ('Hamad Al Jayzani', 'D'), ('Alharbi Hussai', 'D'), ('Abdullah Al Hafith', 'D'), ('Hazazi Yahya', 'D'), (""Ala'a Al-Hejji"", 'M'), ('Waleed Bakshween', 'M'), ('Hernani', 'M'), ('Anselmo', 'M'), ('Hussain Ahmed Al Issa', 'M'), ('Youssouf Niakate', 'F')]",1,6.49,Abha,4-1-4-1,A. Chebbi,"[('Abdelali Mhamdi', 'G'), ('Nader Abdullah Al Sharari', 'D'), ('Mehdi Tahrat', 'D'), ('Amine Attouchi', 'D'), ('Sari Amro', 'D'), ('Karim Aouadhi', 'M'), ('Saad Bguir', 'M'), ('Riyadh Sharahili', 'M'), ('Abdulrahman Al-Barakah', 'M'), ('Saleh Al-Amri', 'M'), ('Carlos Strandberg', 'F')]",7.2,2020/2021,2021-03-15 18:10:00,King Abdulaziz Sports City Stadium,Match Finished,25,1.0,27,27,Defeat,6.33,6.85,0,6.97,7.0
657835,Abha,4-1-4-1,A. Chebbi,"[('Abdelali Mhamdi', 'G'), ('Nader Abdullah Al Sharari', 'D'), ('Mehdi Tahrat', 'D'), ('Amine Attouchi', 'D'), ('Sari Amro', 'D'), ('Karim Aouadhi', 'M'), ('Saad Bguir', 'M'), ('Riyadh Sharahili', 'M'), ('Abdulrahman Al-Barakah', 'M'), ('Saleh Al-Amri', 'M'), ('Carlos Strandberg', 'F')]",0,7.2,Al Wehda Club,4-2-3-1,Mahmoud Al-Hadid,"[('Abdullah Hussein Al Owisher', 'G'), ('Hamad Al Jayzani', 'D'), ('Alharbi Hussai', 'D'), ('Abdullah Al Hafith', 'D'), ('Hazazi Yahya', 'D'), (""Ala'a Al-Hejji"", 'M'), ('Waleed Bakshween', 'M'), ('Hernani', 'M'), ('Anselmo', 'M'), ('Hussain Ahmed Al Issa', 'M'), ('Youssouf Niakate', 'F')]",6.49,2020/2021,2021-03-15 18:10:00,King Abdulaziz Sports City Stadium,Match Finished,25,4.0,28,27,Win,6.85,6.33,1,7.0,6.97
657833,Al-Raed,4-2-3-1,B. Hasi,"[('Azzedine Doukha', 'G'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Hussain Al-Showaish', 'D'), ('Khalid Al-Khathlan', 'D'), ('Sultan Farhan', 'M'), ('Arnaud Djoum', 'M'), ('Mohammed Fouzair', 'M'), ('Marko Marin', 'M'), ('Abdullah Almogren', 'M'), ('Ronnie Fernández', 'F')]",1,6.76,Al-Ittihad FC,4-2-3-1,Fábio Carille,"[('Marcelo Grohe', 'G'), ('Hamed Al-Mansour', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Ahmed Hegazy', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Abdulelah Al Malki', 'M'), ('Karim El Ahmadi', 'M'), ('Abdulaziz Al-Bishi', 'M'), ('Romarinho', 'M'), ('Abdulrahman Alobud', 'M'), ('Aleksandar Prijović', 'F')]",6.79,2020/2021,2021-03-20 16:15:00,King Abdullah Sport City Stadium,Match Finished,24,1.0,28,28,Draw,7.02,6.91,0,7.04,6.94
657833,Al-Ittihad FC,4-2-3-1,Fábio Carille,"[('Marcelo Grohe', 'G'), ('Hamed Al-Mansour', 'D'), ('Ziyad Al-Sahafi', 'D'), ('Ahmed Hegazy', 'D'), ('Hamdan Al-Shamrani', 'D'), ('Abdulelah Al Malki', 'M'), ('Karim El Ahmadi', 'M'), ('Abdulaziz Al-Bishi', 'M'), ('Romarinho', 'M'), ('Abdulrahman Alobud', 'M'), ('Aleksandar Prijović', 'F')]",0,6.79,Al-Raed,4-2-3-1,B. Hasi,"[('Azzedine Doukha', 'G'), ('Nemanja Miletić', 'D'), ('Abdullah Al-Fahad', 'D'), ('Hussain Al-Showaish', 'D'), ('Khalid Al-Khathlan', 'D'), ('Sultan Farhan', 'M'), ('Arnaud Djoum', 'M'), ('Mohammed Fouzair', 'M'), ('Marko Marin', 'M'), ('Abdullah Almogren', 'M'), ('Ronnie Fernández', 'F')]",6.76,2020/2021,2021-03-20 16:15:00,King Abdullah Sport City Stadium,Match Finished,24,1.0,41,28,Draw,6.91,7.02,13,6.94,7.04
657827,Al-Ettifaq,4-4-2,Khaled Al Atawi,"[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Filip Kiss', 'D'), ('Karol Mets', 'D'), ('Fahad Ghazi', 'D'), ('Mohammed Al Kuwaykibi', 'M'), ('Ali Hazazi', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Walid Azarou', 'F'), ('Souleymane Doukara', 'F')]",1,7.02,Al-Faisaly FC,4-2-3-1,Péricles Chamusca,"[('Mustafa Malaika', 'G'), ('Ali Majrashi', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Alexander Merkel', 'M'), ('Hicham Faik', 'M'), ('Khalid Al-Kaabi', 'M'), ('Mohammed Al Saiari', 'M'), ('Guilherme Augusto', 'M'), ('Júlio Tavares', 'F')]",6.86,2020/2021,2021-03-20 18:30:00,Prince Mohamed Bin Fahd Stadium,Match Finished,24,1.0,32,32,Win,7.03,6.64,0,7.27,6.34
657827,Al-Faisaly FC,4-2-3-1,Péricles Chamusca,"[('Mustafa Malaika', 'G'), ('Ali Majrashi', 'D'), ('Raphael Silva', 'D'), ('Igor Rossi', 'D'), ('Mohammed Qassem', 'D'), ('Alexander Merkel', 'M'), ('Hicham Faik', 'M'), ('Khalid Al-Kaabi', 'M'), ('Mohammed Al Saiari', 'M'), ('Guilherme Augusto', 'M'), ('Júlio Tavares', 'F')]",0,6.86,Al-Ettifaq,4-4-2,Khaled Al Atawi,"[(""Raïs M'Bolhi"", 'G'), ('Saleh Al Qumayzi', 'D'), ('Filip Kiss', 'D'), ('Karol Mets', 'D'), ('Fahad Ghazi', 'D'), ('Mohammed Al Kuwaykibi', 'M'), ('Ali Hazazi', 'M'), ('Souza', 'M'), ('Naïm Sliti', 'M'), ('Walid Azarou', 'F'), ('Souleymane Doukara', 'F')]",7.02,2020/2021,2021-03-20 18:30:00,Prince Mohamed Bin Fahd Stadium,Match Finished,24,0.0,30,32,Defeat,6.64,7.03,-2,6.34,7.27
657832,Al-Fateh,4-4-1-1,Y. Ferrera,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Marwane Saadane', 'D'), ('Tawfiq Buhumaid', 'D'), ('Mourad Batna', 'M'), ('Sofiane Bendebka', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('El Arbi Hillel Soudani', 'M'), ('Christian Cueva', 'F'), ('Mohammed Majrashi', 'F')]",1,6.97,Al-Ahli Jeddah,4-1-4-1,V. Milojević,"[('Mohammed Al-Owais', 'G'), ('Hassoun', 'D'), ('Talal Al-Absi', 'D'), ('Mohammed Al-Fatil', 'D'), ('Lucas Lima', 'D'), ('Nouh Al-Mousa', 'M'), ('Alexandru Mitriță', 'M'), ('Hussain Al Moqahwi', 'M'), ('Ali Al-Asmari', 'M'), ('Abdulrahman Ghareeb', 'M'), ('Omar Al-Somah', 'F')]",6.63,2020/2021,2021-03-20 18:30:00,Prince Abdullah bin Jalawi Sports City Stadium,Match Finished,24,4.0,28,28,Win,7.06,6.69,0,6.88,7.1
657832,Al-Ahli Jeddah,4-1-4-1,V. Milojević,"[('Mohammed Al-Owais', 'G'), ('Hassoun', 'D'), ('Talal Al-Absi', 'D'), ('Mohammed Al-Fatil', 'D'), ('Lucas Lima', 'D'), ('Nouh Al-Mousa', 'M'), ('Alexandru Mitriță', 'M'), ('Hussain Al Moqahwi', 'M'), ('Ali Al-Asmari', 'M'), ('Abdulrahman Ghareeb', 'M'), ('Omar Al-Somah', 'F')]",0,6.63,Al-Fateh,4-4-1-1,Y. Ferrera,"[('Maksym Koval', 'G'), ('Nawaf Boushal', 'D'), ('Amaar Al Dohaim', 'D'), ('Marwane Saadane', 'D'), ('Tawfiq Buhumaid', 'D'), ('Mourad Batna', 'M'), ('Sofiane Bendebka', 'M'), ('Mohammed Al-Fuhaid', 'M'), ('El Arbi Hillel Soudani', 'M'), ('Christian Cueva', 'F'), ('Mohammed Majrashi', 'F')]",6.97,2020/2021,2021-03-20 18:30:00,Prince Abdullah bin Jalawi Sports City Stadium,Match Finished,24,1.0,35,28,Defeat,6.69,7.06,7,7.1,6.88
657828,Al Shabab,4-3-2-1,Carlos Hernandez,"[('Zaid Al-Bawardi', 'G'), ('Fawaz Al-Sagour', 'D'), ('Igor Lichnovsky', 'D'), ('Ahmed Sharahili', 'D'), ('Abdullah Al-Zoari', 'D'), (""Alfred N'Diaye"", 'M'), ('Éver Banega', 'M'), ('Husain Al-Monassar', 'M'), ('Fábio Martins', 'M'), ('Sebá', 'M'), ('Cristian Guanca', 'F')]",1,6.77,Al Taawon,4-2-3-1,Abdullah Assiri,"[('Cássio', 'G'), ('Mohamed Al-Ghamdi', 'D'), ('Ahmad Asiri', 'D'), ('Iago Santos', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Mohammed Abusabaan', 'M'), ('Cedric Amissi', 'M'), ('Abdullah Al-Jawaey', 'M'), ('Kaku', 'M'), ('Sumaihan Al-Nabet', 'M'), ('Léandre Tawamba', 'F')]",7.25,2020/2021,2021-03-20 18:40:00,King Fahd Stadium,Match Finished,24,1.0,45,45,Defeat,6.94,6.83,0,6.64,7.29
657828,Al Taawon,4-2-3-1,Abdullah Assiri,"[('Cássio', 'G'), ('Mohamed Al-Ghamdi', 'D'), ('Ahmad Asiri', 'D'), ('Iago Santos', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Mohammed Abusabaan', 'M'), ('Cedric Amissi', 'M'), ('Abdullah Al-Jawaey', 'M'), ('Kaku', 'M'), ('Sumaihan Al-Nabet', 'M'), ('Léandre Tawamba', 'F')]",0,7.25,Al Shabab,4-3-2-1,Carlos Hernandez,"[('Zaid Al-Bawardi', 'G'), ('Fawaz Al-Sagour', 'D'), ('Igor Lichnovsky', 'D'), ('Ahmed Sharahili', 'D'), ('Abdullah Al-Zoari', 'D'), (""Alfred N'Diaye"", 'M'), ('Éver Banega', 'M'), ('Husain Al-Monassar', 'M'), ('Fábio Martins', 'M'), ('Sebá', 'M'), ('Cristian Guanca', 'F')]",6.77,2020/2021,2021-03-20 18:40:00,King Fahd Stadium,Match Finished,24,3.0,35,45,Win,6.83,6.94,-10,7.29,6.64
657829,Al-Hilal Saudi FC,4-2-3-1,Rogério Micale,"[('Abdullah Al-Mayouf', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Muteb Almufarrij', 'D'), ('Yasir Al-Shahrani', 'D'), ('Gustavo Cuéllar', 'M'), ('Nasser Al-Dawsari', 'M'), ('André Carrillo', 'M'), ('Luciano Vietto', 'M'), ('Salem Al-Dawsari', 'M'), ('Bafetimbi Gomis', 'F')]",1,7.12,Al-Qadisiyah FC,4-4-2,Y. Al Mannai,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Yami', 'D'), ('Uroš Vitas', 'D'), ('Rhys Williams', 'D'), ('Khalifah Aldawsari', 'D'), ('Stanley Ohawuchi', 'M'), ('Edson', 'M'), ('Naif Hazzazi', 'M'), ('Hassan Al-Amri', 'M'), ('Danilo Asprilla', 'F'), ('Leke James', 'F')]",6.72,2020/2021,2021-03-20 20:45:00,King Saud University Stadium,Match Finished,24,1.0,45,45,Win,7.07,6.64,0,7.06,6.71
657829,Al-Qadisiyah FC,4-4-2,Y. Al Mannai,"[('Faisal Al-Masrahi', 'G'), ('Hamad Al Yami', 'D'), ('Uroš Vitas', 'D'), ('Rhys Williams', 'D'), ('Khalifah Aldawsari', 'D'), ('Stanley Ohawuchi', 'M'), ('Edson', 'M'), ('Naif Hazzazi', 'M'), ('Hassan Al-Amri', 'M'), ('Danilo Asprilla', 'F'), ('Leke James', 'F')]",0,6.72,Al-Hilal Saudi FC,4-2-3-1,Rogério Micale,"[('Abdullah Al-Mayouf', 'G'), ('Mohammed Al-Burayk', 'D'), ('Hyun Soo Jang', 'D'), ('Muteb Almufarrij', 'D'), ('Yasir Al-Shahrani', 'D'), ('Gustavo Cuéllar', 'M'), ('Nasser Al-Dawsari', 'M'), ('André Carrillo', 'M'), ('Luciano Vietto', 'M'), ('Salem Al-Dawsari', 'M'), ('Bafetimbi Gomis', 'F')]",7.12,2020/2021,2021-03-20 20:45:00,King Saud University Stadium,Match Finished,24,0.0,31,45,Defeat,6.64,7.07,-14,6.71,7.06
657834,Al-Nassr,4-2-3-1,A. Horvat,"[('Waleed Abdullah', 'G'), ('Sultan Al-Ghannam', 'D'), ('Ali Al-Oujami', 'D'), ('Abdulelah Alamri', 'D'), ('Abdulrahman Al-Obaid', 'D'), ('Abdulmajeed Al-Sulaiheem', 'M'), ('Ali Al-Hassan', 'M'), ('Nordin Amrabat', 'M'), ('Petros', 'M'), ('Sami Al-Najei', 'M'), ('Abderazak Hamdallah', 'F')]",1,7.3,Al Baten,4-2-3-1,José Garrido,"[('Martín Campaña', 'G'), ('Omar Al-Aowda', 'D'), ('Massod Al-Rabie', 'D'), ('Naif Almas', 'D'), ('Abdulmalek Al-Shammary', 'D'), ('Dhaifallah Al-Qarni', 'M'), ('Khaleem Hyland', 'M'), ('Saad Al Khayri', 'M'), ('Youssef El Jebli', 'M'), ('Yousef Al-Shammari', 'M'), ('Fabio Abreu', 'F')]",6.23,2020/2021,2021-03-20 20:45:00,King Saud University Stadium,Match Finished,24,7.0,33,33,Win,6.93,6.57,0,6.83,6.76
657834,Al Baten,4-2-3-1,José Garrido,"[('Martín Campaña', 'G'), ('Omar Al-Aowda', 'D'), ('Massod Al-Rabie', 'D'), ('Naif Almas', 'D'), ('Abdulmalek Al-Shammary', 'D'), ('Dhaifallah Al-Qarni', 'M'), ('Khaleem Hyland', 'M'), ('Saad Al Khayri', 'M'), ('Youssef El Jebli', 'M'), ('Yousef Al-Shammari', 'M'), ('Fabio Abreu', 'F')]",0,6.23,Al-Nassr,4-2-3-1,A. Horvat,"[('Waleed Abdullah', 'G'), ('Sultan Al-Ghannam', 'D'), ('Ali Al-Oujami', 'D'), ('Abdulelah Alamri', 'D'), ('Abdulrahman Al-Obaid', 'D'), ('Abdulmajeed Al-Sulaiheem', 'M'), ('Ali Al-Hassan', 'M'), ('Nordin Amrabat', 'M'), ('Petros', 'M'), ('Sami Al-Najei', 'M'), ('Abderazak Hamdallah', 'F')]",7.3,2020/2021,2021-03-20 20:45:00,King Saud University Stadium,Match Finished,24,0.0,28,33,Defeat,6.57,6.93,-5,6.76,6.83
657830,Abha,4-3-3,A. Chebbi,"[(""A. M'Hamdi"", 'G'), ('M. Tahrat', 'D'), ('Saeed Ali', 'D'), ('Nader Abdullah Al Sharari', 'D'), ('K.  Aouadhi', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Saleh Al Jamaan', 'F'), ('Riyadh Sharahili', 'M'), ('Fahad Bin Jumayah', 'D'), ('S. Bguir', 'F'), ('C. Strandberg', 'F')]",1,6.85,Dhamk,4-2-3-1,K. Režić,"[('M. Zeghba', 'G'), ('S. Vittor', 'D'), ('F. Chafaï', 'D'), ('Abdullah Al Ammar', 'D'), ('Arif Al-Haydar', 'D'), ('D. Antolić', 'M'), ('Waleed Hizam Al Enezi', 'M'), ('Bader Munshi', 'M'), ('E. Zelaya', 'F'), ('C. Budescu', 'M'), ('A. Pellegrino', 'M')]",6.91,2020/2021,2021-03-21 15:05:00,Prince Sultan bin Abdulaziz Sports City Stadium,Match Finished,24,3.0,31,31,Defeat,6.73,6.91,0,6.6,6.86
657830,Dhamk,4-2-3-1,K. Režić,"[('M. Zeghba', 'G'), ('S. Vittor', 'D'), ('F. Chafaï', 'D'), ('Abdullah Al Ammar', 'D'), ('Arif Al-Haydar', 'D'), ('D. Antolić', 'M'), ('Waleed Hizam Al Enezi', 'M'), ('Bader Munshi', 'M'), ('E. Zelaya', 'F'), ('C. Budescu', 'M'), ('A. Pellegrino', 'M')]",0,6.91,Abha,4-3-3,A. Chebbi,"[(""A. M'Hamdi"", 'G'), ('M. Tahrat', 'D'), ('Saeed Ali', 'D'), ('Nader Abdullah Al Sharari', 'D'), ('K.  Aouadhi', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Saleh Al Jamaan', 'F'), ('Riyadh Sharahili', 'M'), ('Fahad Bin Jumayah', 'D'), ('S. Bguir', 'F'), ('C. Strandberg', 'F')]",6.85,2020/2021,2021-03-21 15:05:00,Prince Sultan bin Abdulaziz Sports City Stadium,Match Finished,24,4.0,21,31,Win,6.91,6.73,-10,6.86,6.6
657831,Al-Ain,4-4-2,Pablo Machín,"[('Amin Al Bukhari', 'G'), ('Yahia Al Kabie', 'D'), ('Hassan Muath Fallatah', 'D'), ('Bastos', 'D'), ('Ali Al Khaibari', 'D'), (""P. N'Diaye"", 'M'), ('F. Bradarić', 'M'), ('Omar Al Suhaymi', 'F'), ('Hussain Halawani', 'M'), ('A. Moutari', 'M'), ('Mohammad Fouad', 'F')]",1,7.14,Al Wehda Club,5-4-1,Mahmoud Al-Hadid,"[('Abdullah Al-Oaisher', 'G'), ('Pedro Henrique', 'D'), ('Ali Al Zubaidi', 'D'), ('Hazazi Yahya', 'D'), ('Alharbi Hussai', 'D'), ('Waleed Bakshween', 'M'), ('Anselmo', 'M'), ('Mohammed Al Qarni', 'D'), ('Luisinho', 'M'), ('Hernâni', 'M'), ('Y. Niakaté', 'F')]",6.33,2020/2021,2021-03-21 15:10:00,King Saud Sport City Stadium,Match Finished,24,4.0,17,17,Win,6.86,6.55,0,6.69,6.98
657831,Al Wehda Club,5-4-1,Mahmoud Al-Hadid,"[('Abdullah Al-Oaisher', 'G'), ('Pedro Henrique', 'D'), ('Ali Al Zubaidi', 'D'), ('Hazazi Yahya', 'D'), ('Alharbi Hussai', 'D'), ('Waleed Bakshween', 'M'), ('Anselmo', 'M'), ('Mohammed Al Qarni', 'D'), ('Luisinho', 'M'), ('Hernâni', 'M'), ('Y. Niakaté', 'F')]",0,6.33,Al-Ain,4-4-2,Pablo Machín,"[('Amin Al Bukhari', 'G'), ('Yahia Al Kabie', 'D'), ('Hassan Muath Fallatah', 'D'), ('Bastos', 'D'), ('Ali Al Khaibari', 'D'), (""P. N'Diaye"", 'M'), ('F. Bradarić', 'M'), ('Omar Al Suhaymi', 'F'), ('Hussain Halawani', 'M'), ('A. Moutari', 'M'), ('Mohammad Fouad', 'F')]",7.14,2020/2021,2021-03-21 15:10:00,King Saud Sport City Stadium,Match Finished,24,0.0,27,17,Defeat,6.55,6.86,10,6.98,6.69
657836,Al-Ahli Jeddah,4-1-4-1,F. Gormi,"[('Mohammed Al-Owais', 'G'), ('Lucas Lima', 'D'), ('Mohammed Al Fatil', 'D'), ('Motaz Hawsawi', 'D'), ('Abdullah Tarmin', 'D'), ('D. Fettouhi', 'M'), ('Hussain Al Mogahwi', 'M'), ('Nouh Al Mousa', 'M'), ('Sultan Madash', 'M'), ('Abdulrahman Ghareeb', 'M'), ('M. Niang', 'F')]",1,6.73,Al-Raed,4-2-3-1,B. Hasi,"[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('N. Miletić', 'D'), ('Abdullah Al Fahad', 'D'), ('Khalid Al-Khathlan', 'D'), ('A. Djoum', 'M'), ('M. Marin', 'M'), ('Ahmed Zain', 'M'), ('Sultan Farhan', 'M'), ('Abdullah Almogren', 'M'), ('K. El Berkaoui', 'F')]",6.7,2020/2021,2021-04-08 20:50:00,King Abdulaziz Sports City Stadium,Match Finished,25,2.0,35,35,Defeat,6.63,6.76,0,7.01,7.04
657836,Al-Raed,4-2-3-1,B. Hasi,"[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('N. Miletić', 'D'), ('Abdullah Al Fahad', 'D'), ('Khalid Al-Khathlan', 'D'), ('A. Djoum', 'M'), ('M. Marin', 'M'), ('Ahmed Zain', 'M'), ('Sultan Farhan', 'M'), ('Abdullah Almogren', 'M'), ('K. El Berkaoui', 'F')]",0,6.7,Al-Ahli Jeddah,4-1-4-1,F. Gormi,"[('Mohammed Al-Owais', 'G'), ('Lucas Lima', 'D'), ('Mohammed Al Fatil', 'D'), ('Motaz Hawsawi', 'D'), ('Abdullah Tarmin', 'D'), ('D. Fettouhi', 'M'), ('Hussain Al Mogahwi', 'M'), ('Nouh Al Mousa', 'M'), ('Sultan Madash', 'M'), ('Abdulrahman Ghareeb', 'M'), ('M. Niang', 'F')]",6.73,2020/2021,2021-04-08 20:50:00,King Abdulaziz Sports City Stadium,Match Finished,25,3.0,29,35,Win,6.76,6.63,-6,7.04,7.01
657837,Al Taawon,4-2-3-1,Abdullah Assiri,"[('Cássio', 'G'), ('Ibrahim Al-Zubaidi', 'D'), ('Ahmad Asiri', 'D'), ('Iago Santos', 'D'), ('Mohammed Al-Ghamdi', 'D'), ('Mohammed Abusabaan', 'M'), ('C. Amissi', 'M'), ('A. Romero', 'M'), ('Abdullah Al-Joui', 'M'), ('Sumayhan Al-Nabit', 'M'), ('L. Tawamba', 'F')]",1,7.18,Al-Ain,4-2-3-1,Pablo Machín,"[('Amin Al Bukhari', 'G'), ('Bastos', 'D'), ('Ali Al Khaibari', 'D'), ('Saif Hussain', 'D'), (""P. N'Diaye"", 'M'), ('Omar Al Suhaymi', 'M'), ('Hassan Al-Harbi', 'D'), ('Rabeaa Sefiani', 'M'), ('Getterson', 'F'), ('A. Moutari', 'M'), ('Mohammad Fouad', 'M')]",6.42,2020/2021,2021-04-09 19:00:00,King Abdullah bin Abdulaziz City,Match Finished,25,3.0,38,38,Win,7.25,7.14,0,6.84,7.02
657837,Al-Ain,4-2-3-1,Pablo Machín,"[('Amin Al Bukhari', 'G'), ('Bastos', 'D'), ('Ali Al Khaibari', 'D'), ('Saif Hussain', 'D'), (""P. N'Diaye"", 'M'), ('Omar Al Suhaymi', 'M'), ('Hassan Al-Harbi', 'D'), ('Rabeaa Sefiani', 'M'), ('Getterson', 'F'), ('A. Moutari', 'M'), ('Mohammad Fouad', 'M')]",0,6.42,Al Taawon,4-2-3-1,Abdullah Assiri,"[('Cássio', 'G'), ('Ibrahim Al-Zubaidi', 'D'), ('Ahmad Asiri', 'D'), ('Iago Santos', 'D'), ('Mohammed Al-Ghamdi', 'D'), ('Mohammed Abusabaan', 'M'), ('C. Amissi', 'M'), ('A. Romero', 'M'), ('Abdullah Al-Joui', 'M'), ('Sumayhan Al-Nabit', 'M'), ('L. Tawamba', 'F')]",7.18,2020/2021,2021-04-09 19:00:00,King Abdullah bin Abdulaziz City,Match Finished,25,0.0,20,38,Defeat,7.14,7.25,-18,7.02,6.84
657838,Dhamk,4-2-3-1,K. Režić,"[('M. Zeghba', 'G'), ('S. Vittor', 'D'), ('F. Chafaï', 'D'), ('Abdullah Al Ammar', 'D'), ('Arif Al-Haydar', 'D'), ('D. Antolić', 'M'), ('Waleed Hizam Al Enezi', 'M'), ('Bader Munshi', 'M'), ('E. Zelaya', 'F'), ('C. Budescu', 'M'), ('A. Pellegrino', 'M')]",1,7.0,Al-Nassr,4-2-3-1,A. Horvat,"[('Waleed Abdullah', 'G'), ('Maicon', 'D'), ('Abdulrahman Al-Obaid', 'D'), ('Sultan Al-Ghanam', 'D'), ('Ali Alawjami', 'D'), ('N. Amrabat', 'F'), ('Petros', 'M'), ('Abdulfattah Asiri', 'M'), ('Abdulmajeed Al-Sulaiheem', 'M'), ('Sami Al-Najei', 'M'), ('Khalid Al Ghannam', 'M')]",6.74,2020/2021,2021-04-09 19:05:00,Prince Sultan bin Abdulaziz Sports City Stadium,Match Finished,25,3.0,24,24,Win,6.91,7.3,0,6.7,6.81
657838,Al-Nassr,4-2-3-1,A. Horvat,"[('Waleed Abdullah', 'G'), ('Maicon', 'D'), ('Abdulrahman Al-Obaid', 'D'), ('Sultan Al-Ghanam', 'D'), ('Ali Alawjami', 'D'), ('N. Amrabat', 'F'), ('Petros', 'M'), ('Abdulfattah Asiri', 'M'), ('Abdulmajeed Al-Sulaiheem', 'M'), ('Sami Al-Najei', 'M'), ('Khalid Al Ghannam', 'M')]",0,6.74,Dhamk,4-2-3-1,K. Režić,"[('M. Zeghba', 'G'), ('S. Vittor', 'D'), ('F. Chafaï', 'D'), ('Abdullah Al Ammar', 'D'), ('Arif Al-Haydar', 'D'), ('D. Antolić', 'M'), ('Waleed Hizam Al Enezi', 'M'), ('Bader Munshi', 'M'), ('E. Zelaya', 'F'), ('C. Budescu', 'M'), ('A. Pellegrino', 'M')]",7.0,2020/2021,2021-04-09 19:05:00,Prince Sultan bin Abdulaziz Sports City Stadium,Match Finished,25,2.0,36,24,Defeat,7.3,6.91,12,6.81,6.7
657839,Al-Ittihad FC,4-2-3-1,Fábio Carille,"[('Marcelo Grohe', 'G'), ('Omar Hawsawi', 'D'), ('Hamdan Al Shamrani', 'D'), ('Muhannad Shanqeeti', 'D'), ('Saud Abdul Hamid', 'D'), ('K. El Ahmadi', 'M'), ('Abdulaziz Al Jebreen', 'M'), ('Garry Rodrigues', 'M'), ('Abdulaziz Al Bishi', 'M'), ('Romarinho', 'M'), ('Fahad Al Muwallad', 'F')]",1,7.1,Al-Hilal Saudi FC,4-2-3-1,Rogério Micale,"[('Abdullah Al Maiouf', 'G'), ('Yasir Al-Shahrani', 'D'), ('Jang Hyun-Soo', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Al-Bulaihi', 'D'), ('S. Giovinco', 'M'), ('G. Cuéllar', 'M'), ('A. Carrillo', 'M'), ('Nasser Al-Dawsari', 'M'), ('B. Gomis', 'F'), ('L. Vietto', 'M')]",6.85,2020/2021,2021-04-09 20:50:00,King Abdulaziz Sports City Stadium,Match Finished,25,2.0,42,42,Win,6.79,7.12,0,6.81,6.99
