fixture_id,home_team,away_team,home_goals,away_goals,venue,date,season,home_coach,away_coach,home_formation,away_formation,home_players,away_players,round,status,H_avg_ratings,A_avg_ratings
151858,Al Taawon,Al Baten,4.0,1.0,King Abdullah Sport City Stadium,2019-02-22 14:55:00,2018/2019,Pedro Emanuel,Yousef Alghadeer,4-4-2,4-1-4-1,"[('Cássio', None), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Muteb Al Mufarrij', 'D'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('Madallah Alolayan', 'D'), ('Héldon', 'M'), ('C. Amissi', 'M'), ('L. Tawamba Kana', 'F'), ('Abdulfattah Mohamed Adam', None)]","[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Soltan Ghneman', 'D'), ('Bandar Al Mutairi', 'D'), ('Baraka', 'M'), ('Majed Kanabah', 'M'), ('Jedaan Al Shemmari', 'M'), ('Mhana Al Enazi', 'D'), ('Ismaël Bangoura', 'F'), ('Jhonnattann', 'M'), ('Crysan', 'M')]",21,Match Finished,7.19,6.36
151859,Al-Qadisiyah FC,Al Shabab,0.0,1.0,Prince Saud bin Jalawi Stadium,2019-02-22 17:15:00,2018/2019,I. Petev,M. Şumudică,4-2-3-1,5-3-2,"[('J. Duncan', 'G'), ('Adnan Falatah', None), ('R. Williams', 'D'), ('Fawaz Fallatah', 'D'), ('Mohammed Al Khabrani', None), ('M. Belkhiter', 'D'), ('Élton', 'M'), ('Naif Hazazi', None), ('Yousef Qalfa', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('Hassan Muath Fallatah', 'D'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('M. Boussoufa', 'M'), ('Luiz Antônio', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('Khalid Al Kabi', 'M'), ('B. Trawally', 'F')]",21,Match Finished,6.67,7.27
151861,Al-Raed,Al-Faisaly FC,0.0,3.0,King Abdullah Sport City Stadium,2019-02-23 14:55:00,2018/2019,B. Hasi,Péricles Chamusca,4-2-3-1,4-2-3-1,"[('A. Doukha', 'G'), ('H. Belkaroui', 'D'), ('Abdullah Al Shamekh', 'D'), ('Mohamed Atwa', 'D'), ('Mohammed Al-Shoraimi', 'D'), ('A. Hammoudan', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('Abdullah Almogren', 'M'), ('I. Mboyo', 'F'), ('Saleh Al Shehri', None)]","[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Yazeed Al Bakr', 'D'), ('Sultan Madash', 'M'), ('Hamdan Al Shamrani', 'D'), ('Rogerinho', 'M'), ('D. Calderón', 'F'), ('Denílson', 'F')]",21,Match Finished,6.81,7.23
151862,Al-Nassr,Al-Fayha,1.0,0.0,Prince Faisal bin Fahd Stadium,2019-02-23 19:25:00,2018/2019,Rui Vitória,N. Zekri,4-2-3-1,5-3-2,"[('B. Jones', 'G'), ('Omar Hawsawi', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Abdullah Madu', 'D'), ('Giuliano', 'M'), ('Yehya Al Shehri', 'M'), ('Petros', 'M'), ('Abdullah Al Salem', None), ('Hamed Al Mansour', 'D'), ('Abdullah Alkhaibari', 'M'), ('A. Hamdallah', 'F')]","[(""Amer Shafi'"", None), ('Gêgê', 'D'), ('Nawaf Al Sabhi', None), ('Mohammed Qassem Al Nakhli', 'D'), ('Sami Al Khaibari', None), ('A. Tziolis', 'M'), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Abdulkarim Al Qahtani', 'M'), ('Muhammad Fallatah', 'M'), ('Iury', 'F')]",21,Match Finished,7.02,6.7
151864,Ohod,Al-Fateh,0.0,0.0,Prince Mohammed bin Abdul Aziz Stadium,2019-02-28 18:05:00,2018/2019,A. Souayah,F. Al Jabal,4-2-3-1,4-2-3-1,"[('Abdullah Al Oaisher', None), ('C. Medjani', 'D'), ('A. Teikeu', 'D'), ('G. Abderrazzak', None), ('Majed Hazazi', 'D'), ('Omar Mohammead', 'D'), ('Tamer Haj Mohamad', 'M'), ('M. Fouzair', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Mohammed Majrashi', 'F'), ('Ahmed Gomaa', 'F')]","[('M. Koval', 'G'), ('Jumaan Al Dosari', 'D'), ('Yassen Hamza', 'D'), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('N. Korzun', 'M'), ('Mohammed Al Majhad', 'M'), ('S. Jovanović', 'M'), ('João Pedro', 'F'), ('Mansour Hamzi', 'M')]",22,Match Finished,6.88,6.78
151865,Al Shabab,Al-Nassr,0.0,1.0,Prince Faisal bin Fahd Stadium,2019-02-28 19:30:00,2018/2019,M. Şumudică,Rui Vitória,5-3-2,4-2-3-1,"[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('Hassan Muath Fallatah', 'D'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('M. Boussoufa', 'M'), ('Luiz Antônio', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('Khalid Al Kabi', 'F'), ('B. Trawally', 'F')]","[('B. Jones', 'G'), ('Omar Hawsawi', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Abdullah Madu', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Sultan Al Ghanam', 'D'), ('Abdullah Alkhaibari', 'M'), ('N. Amrabat', 'M'), ('A. Musa', 'F'), ('A. Hamdallah', 'F')]",22,Match Finished,6.72,7.04
151866,Al-Raed,Al-Qadisiyah FC,0.0,0.0,King Abdullah Sport City Stadium,2019-03-01 15:00:00,2018/2019,B. Hasi,I. Petev,4-2-3-1,4-2-3-1,"[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('Abdullah Al Fahad', 'D'), ('Abdullah Al Shamekh', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Kanu', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('I. Mboyo', 'F'), ('F. Hasani', 'M')]","[('J. Duncan', 'G'), ('Adnan Falatah', None), ('R. Williams', 'D'), ('M. Belkhiter', 'D'), ('Abdulmuhsen Fallatah', 'D'), ('Hatim Belal', None), ('Élton', 'M'), ('Shaya Ali Sharahli', 'M'), ('Yousef Qalfa', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]",22,Match Finished,6.94,7.01
151868,Al-Ahli Jeddah,Al-Ittihad FC,1.0,1.0,King Abdullah Sports City,2019-03-01 19:30:00,2018/2019,J. Fossati,S. Bilić,4-4-2,4-2-3-1,"[('Mohammed Al Owais', 'G'), ('Mohamed Abdul Shafy', 'D'), ('Aderllan Santos', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('C. Baeza', 'M'), ('Abdulfattah Asiri', 'M'), ('Nouh Al Mousa', 'M'), ('Mohanad Aseri', 'F'), ('Salman Al Moasher', 'M'), ('Djaniny', 'F')]","[('Fawaz Al Qarni', 'G'), ('Mansour Al Harbi', 'D'), ('Ahmad Asiri', 'D'), ('Ziyad Al Sahafi', 'D'), ('Saud Abdul Hamid', None), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('Jamal Ba Jandooh', 'M'), ('A. Prijović', 'F'), ('Fahad Al Muwallad', 'F')]",22,Match Finished,6.96,6.8
151869,Al Baten,Al Wehda Club,1.0,1.0,Al-Batin Club Stadium,2019-03-02 14:50:00,2018/2019,M. Panait,Mido,4-3-3,4-2-3-1,"[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Sultan Msarhi', None), ('Bandar Al Mutairi', 'D'), ('Baraka', 'M'), ('Z. Ounalli', None), ('Majed Kanabah', 'M'), ('Mhana Al Enazi', 'D'), ('Abdulaziz Majrashi', 'M'), ('Ismaël Bangoura', 'F'), ('Crysan', 'M')]","[('Abdullah Al Jadani', 'G'), ('Renato Chaves', 'D'), ('Z. Mebarakou', None), ('Abdulelah Al Amri', 'D'), ('Waleed Bakshween', 'M'), ('Anselmo', 'M'), ('Marcos Guilherme', 'M'), ('Fawaz Al Sagourq', 'D'), ('Ali Al-Nemer', 'M'), ('I. Jebali', 'F'), ('A. Jaber', 'F')]",22,Match Finished,6.81,7.02
151872,Al Taawon,Al-Raed,2.0,1.0,King Abdullah Sport City Stadium,2019-03-07 19:30:00,2018/2019,Pedro Emanuel,B. Hasi,4-4-2,4-2-3-1,"[('Cássio', None), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Muteb Al Mufarrij', 'D'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('Madallah Alolayan', 'D'), ('Héldon', 'M'), ('C. Amissi', 'M'), ('L. Tawamba Kana', 'F'), ('Abdulfattah Mohamed Adam', None)]","[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('H. Belkaroui', 'D'), ('Abdullah Al Fahad', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('I. Mboyo', 'F'), ('F. Hasani', 'M'), ('Saleh Al Shehri', None)]",23,Match Finished,6.86,6.62
151873,Al-Qadisiyah FC,Al-Ahli Jeddah,1.0,2.0,Prince Saud bin Jalawi Stadium,2019-03-08 14:40:00,2018/2019,I. Petev,J. Fossati,4-2-3-1,4-2-3-1,"[('J. Duncan', 'G'), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('M. Belkhiter', 'D'), ('Hatim Belal', None), ('Élton', 'M'), ('Naif Hazazi', None), ('Yousef Qalfa', 'M'), ('Mansour Al-Najar', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]","[('Yasser Al Mosailem', None), ('Mohamed Abdul Shafy', 'D'), ('Aderllan Santos', 'D'), ('Abdullah Tarmin', 'D'), ('Abdulbasit Hindi', None), ('Taisir Al Jassim', 'M'), ('N. Stanciu', 'M'), ('C. Baeza', 'M'), ('Mohanad Aseri', 'F'), ('Salman Al Moasher', 'M'), ('Abdulrahman Ghareeb', 'F')]",23,Match Finished,6.63,6.9
151874,Al-Nassr,Al-Ettifaq,3.0,2.0,King Fahd Stadium,2019-03-08 17:40:00,2018/2019,Rui Vitória,Sergio Piernas,4-2-3-1,4-2-3-1,"[('B. Jones', 'G'), ('Omar Hawsawi', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Abdullah Madu', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Sultan Al Ghanam', 'D'), ('Abdullah Alkhaibari', 'M'), ('N. Amrabat', 'M'), ('A. Musa', 'F'), ('A. Hamdallah', 'F')]","[('Abdullah Al Saleh', 'G'), ('R. Arias', 'D'), ('Hussein Al Sayed', 'D'), ('Abdullah Al Hafith', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('F. Kiss', 'M'), ('B. Alemán', 'M'), ('Omar Al Senien', 'D'), ('A. Akaïchi', 'F'), ('C. Guanca', 'M'), ('Mohammed Al Kuwaykibi', 'M')]",23,Match Finished,6.95,6.68
151875,Al-Hilal Saudi FC,Al Wehda Club,1.0,1.0,King Saud University Stadium,2019-03-08 19:30:00,2018/2019,Z. Mamić,Mido,4-2-3-1,4-3-3,"[('Ali Al Habsi', 'G'), ('Botía', 'D'), ('Mohammed Jahfali', 'D'), ('M. Degenek', 'D'), ('Hasan Kadesh', 'D'), ('Mohammed Al Burayk', 'D'), ('Carlos Eduardo', 'M'), ('A. Carrillo', 'M'), ('Salem Al Dawsari', 'M'), ('Nasser Al Dawsari', None), ('B. Gomis', 'F')]","[('Abdullah Al Jadani', 'G'), ('Renato Chaves', 'D'), ('Z. Mebarakou', None), ('Abdulelah Al Amri', 'D'), ('Waleed Bakshween', 'M'), ('Mohammed Al Qarni', 'M'), ('Marcos Guilherme', 'M'), ('Fawaz Al Sagourq', 'D'), ('Abdulelah Al Malki', 'M'), ('Ali Al-Nemer', 'M'), ('A. Jaber', 'F')]",23,Match Finished,6.84,6.81
151876,Al-Ittihad FC,Al-Fayha,2.0,0.0,King Abdullah Sports City,2019-03-08 19:30:00,2018/2019,S. Bilić,N. Zekri,4-2-3-1,5-3-2,"[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Mansour Al Harbi', 'D'), ('Ahmad Asiri', 'D'), ('Saud Abdul Hamid', None), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('Jamal Ba Jandooh', 'M'), ('Abdulaziz Al Bishi', None), ('Khaled Al Samiri', None), ('A. Prijović', 'F')]","[(""Amer Shafi'"", None), ('Gêgê', 'D'), ('Nawaf Al Sabhi', None), ('Mohammed Qassem Al Nakhli', 'D'), ('Sami Al Khaibari', None), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Hassen Jaaferi', 'M'), ('Abdulkarim Al Qahtani', 'M'), ('Muhammad Fallatah', 'M'), ('A. Chermiti', None)]",23,Match Finished,7.11,6.61
151878,Al-Hazm,Ohod,2.0,2.0,King Abdullah Sport City Stadium,2019-03-09 15:00:00,2018/2019,D. Isăilă,A. Souayah,4-2-3-1,4-2-3-1,"[('M. Asselah', 'G'), ('Z. Tsiskaridze', 'D'), ('Alemão', 'D'), ('Abdulrahman Al Rio', 'D'), ('Diogo Salomão', 'F'), ('Muralha', 'M'), ('Saeed Al Dosari', 'M'), ('Rodolfo', 'M'), ('Masood Bekheet', 'D'), ('Osama Al Khalaf', 'M'), ('Mohammed Al Saiari', 'F')]","[('Abdullah Al Oaisher', None), ('C. Medjani', 'D'), ('A. Belaïd', 'D'), ('A. Teikeu', 'D'), ('G. Abderrazzak', None), ('Majed Hazazi', 'D'), ('Abdullah Magrshi', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Mohammed Majrashi', 'F'), ('Mohmad Atiah', 'M'), ('Ahmed Gomaa', 'F')]",23,Match Finished,6.9,6.86
151879,Al-Faisaly FC,Al-Qadisiyah FC,3.0,0.0,Prince Salman Bin Abdulaziz Sport City Stadium,2019-03-14 17:45:00,2018/2019,Péricles Chamusca,Bandar Basryh,4-2-3-1,4-2-3-1,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Aqeel Al Sahbi', 'D'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Luisinho', 'M'), ('Yazeed Al Bakr', 'D'), ('Sultan Madash', 'M'), ('Hamdan Al Shamrani', 'D'), ('Rogerinho', 'M'), ('D. Calderón', 'F')]","[('J. Duncan', 'G'), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('Hatim Belal', None), ('Ibrahim Al Shuayl', 'D'), ('Abdullah Albishi', 'D'), ('Élton', 'M'), ('Naif Hazazi', None), ('Yousef Qalfa', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]",24,Match Finished,7.24,6.61
151881,Al-Raed,Al Baten,1.0,0.0,King Abdullah Sport City Stadium,2019-03-15 15:00:00,2018/2019,B. Hasi,M. Panait,4-2-2-2,4-2-3-1,"[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('Abdullah Al Shamekh', 'D'), ('Muteb Al-Mutlaq', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('I. Mboyo', 'F'), ('F. Hasani', 'M'), ('Saleh Al Shehri', None)]","[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Sultan Msarhi', None), ('Bandar Al Mutairi', 'D'), ('Baraka', 'M'), ('Z. Ounalli', None), ('Majed Kanabah', 'M'), ('Mhana Al Enazi', 'D'), ('Abdulaziz Majrashi', 'M'), ('Jhonnattann', 'M'), ('Crysan', 'M')]",24,Match Finished,7.08,6.84
151882,Al-Ettifaq,Al Shabab,1.0,1.0,Prince Saud bin Jalawi Stadium,2019-03-15 19:00:00,2018/2019,Sergio Piernas,M. Şumudică,4-2-3-1,4-1-4-1,"[(""R. M'Bolhi"", 'G'), ('Abdullah Al Hafith', 'D'), ('Ahmad Al Hbeab', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Hussain Qasim', 'M'), ('F. Kiss', 'M'), ('Omar Al Senien', 'D'), ('Ibrahim Mahnashi', 'M'), ('A. Akaïchi', 'F'), ('C. Guanca', 'M'), ('Mohammed Al Kuwaykibi', 'M')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('Hassan Muath Fallatah', 'D'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('M. Boussoufa', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('Sebá', 'F'), ('Khalid Al Kabi', 'F'), ('B. Trawally', 'F')]",24,Match Finished,6.89,7.18
151883,Al-Hazm,Al-Ittihad FC,0.0,3.0,Al Hazem Club Stadium,2019-03-16 15:00:00,2018/2019,D. Isăilă,S. Bilić,4-2-3-1,4-2-3-1,"[('M. Asselah', 'G'), ('Z. Tsiskaridze', 'D'), ('Alemão', 'D'), ('Abdulrahman Al Rio', 'D'), ('Muralha', 'M'), ('Rodolfo', 'M'), ('Mohammed Harzan', None), ('Masood Bekheet', 'D'), ('Osama Al Khalaf', 'M'), ('J. Pajoy', 'F'), ('Mohammed Al Saiari', 'F')]","[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Mansour Al Harbi', 'D'), ('Ahmad Asiri', 'D'), ('Saud Abdul Hamid', None), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('Jamal Ba Jandooh', 'M'), ('A. Prijović', 'F'), ('Fahad Al Muwallad', 'F')]",24,Match Finished,6.61,7.12
151884,Al Wehda Club,Al-Nassr,0.0,4.0,King Abdul Aziz Stadium,2019-03-16 19:30:00,2018/2019,Mido,Rui Vitória,4-3-3,4-2-3-1,"[('Abdullah Al Jadani', 'G'), ('Renato Chaves', 'D'), ('Z. Mebarakou', None), ('Abdulelah Al Amri', 'D'), ('Waleed Bakshween', 'M'), ('Mohammed Al Qarni', 'M'), ('Marcos Guilherme', 'M'), ('Fawaz Al Sagourq', 'D'), ('Ali Al-Nemer', 'M'), ('I. Jebali', 'F'), ('A. Jaber', 'F')]","[('B. Jones', 'G'), ('Bruno Uvini', 'D'), ('Omar Hawsawi', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Sultan Al Ghanam', 'D'), ('Abdullah Alkhaibari', 'M'), ('N. Amrabat', 'M'), ('A. Musa', 'F'), ('A. Hamdallah', 'F')]",24,Match Finished,6.34,7.13
151885,Al-Hilal Saudi FC,Ohod,0.0,0.0,King Saud University Stadium,2019-03-23 19:05:00,2018/2019,Z. Mamić,A. Souayah,4-2-3-1,5-4-1,"[('Ali Al Habsi', 'G'), ('Botía', 'D'), ('Mohammed Jahfali', 'D'), ('Yasir Al Shahrani', 'D'), ('Mohammed Al Burayk', 'D'), ('Mohammad Al Shalhoub', 'M'), ('Hattan Babhir', 'M'), ('Mohammed Kanoo', 'M'), ('Nasser Al Dawsari', None), ('B. Gomis', 'F'), ('S. Giovinco', 'F')]","[('Abdullah Al Oaisher', None), ('C. Medjani', 'D'), ('A. Belaïd', 'D'), ('A. Teikeu', 'D'), ('G. Abderrazzak', None), ('Majed Hazazi', 'D'), ('Omar Mohammead', 'D'), ('Fahad Hamad', 'M'), ('Abdullah Magrshi', 'M'), ('Mohmad Atiah', 'M'), ('Ismael Al Maghrabi', None)]",24,Match Finished,7.14,6.93
151887,Al-Hazm,Al-Fateh,1.0,0.0,Al Hazem Club Stadium,2019-03-28 15:00:00,2018/2019,D. Isăilă,F. Al Jabal,4-2-3-1,4-2-3-1,"[('M. Asselah', 'G'), ('Alemão', 'D'), ('Abdulrahman Al Rio', 'D'), ('Khaled Al Barakah', 'D'), ('Diogo Salomão', 'F'), ('Muralha', 'M'), ('Rodolfo', 'M'), ('Osama Al Khalaf', 'M'), ('J. Pajoy', 'F'), ('K. Igboananike', 'F'), ('Mohammed Al Saiari', 'F')]","[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Jumaan Al Dosari', 'D'), ('Yassen Hamza', 'D'), ('Mohammed Alfehaid', 'M'), ('Ahmed Al Nazera', 'M'), ('N. Korzun', 'M'), ('Mohammed Al Majhad', 'M'), ('Ali Al Hassan', 'M'), ('João Pedro', 'F'), ('Mansour Hamzi', 'M')]",25,Match Finished,7.08,6.82
151889,Al Taawon,Al Wehda Club,1.0,0.0,King Abdullah Sport City Stadium,2019-03-28 18:00:00,2018/2019,Pedro Emanuel,Mido,4-2-3-1,4-3-3,"[('Cássio', None), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Hamdan Al Ruwaili', 'D'), ('Muteb Al Mufarrij', 'D'), ('Jehad Al Hussain', 'M'), ('Sandro Manoel', 'M'), ('Nildo Petrolina', 'M'), ('Rabeaa Sefiani', 'M'), ('C. Amissi', 'M'), ('L. Tawamba Kana', 'F')]","[('Mohamed Awad', 'G'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('Z. Mebarakou', None), ('Waleed Bakshween', 'M'), ('Fawaz Al Sagourq', 'D'), ('Abdulelah Al Malki', 'M'), ('Ali Al-Nemer', 'M'), ('I. Jebali', 'F'), ('Saleh Al Jamaan', 'F'), ('A. Jaber', 'F')]",25,Match Finished,7.24,6.7
151890,Al-Ettifaq,Al-Qadisiyah FC,3.0,2.0,Prince Saud bin Jalawi Stadium,2019-03-28 19:30:00,2018/2019,Sergio Piernas,Bandar Basryh,4-4-2,4-1-4-1,"[('Abdullah Al Saleh', 'G'), ('R. Arias', 'D'), ('Hussein Al Sayed', 'D'), ('Ali Al Khaibari', None), ('Ali Abdullah Hazzazi', 'M'), ('F. Kiss', 'M'), ('B. Alemán', 'M'), ('Omar Al Senien', 'D'), ('A. Akaïchi', 'F'), ('C. Guanca', 'M'), ('Mohammed Al Kuwaykibi', 'M')]","[('J. Duncan', 'G'), ('Adnan Falatah', None), ('R. Williams', 'D'), ('Mohammed Al Khabrani', None), ('M. Belkhiter', 'D'), ('Élton', 'M'), ('M. Fatau', 'M'), ('Naif Hazazi', None), ('Sami Al Naji', 'M'), ('Jou Silva', 'M'), ('Bismark', 'M')]",25,Match Finished,6.92,6.67
151891,Al-Ahli Jeddah,Al-Raed,4.0,5.0,King Abdullah Sports City,2019-03-28 19:40:00,2018/2019,J. Fossati,B. Hasi,4-1-4-1,5-4-1,"[('Yasser Al Mosailem', None), ('Aderllan Santos', 'D'), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('Mohammed Al Zubaidi', 'D'), ('Taisir Al Jassim', 'M'), ('C. Baeza', 'M'), ('Nouh Al Mousa', 'M'), ('Mohanad Aseri', 'F'), ('Salman Al Moasher', 'M'), ('Rangi', None)]","[('A. Doukha', 'G'), ('Hussein Al Shuwaish', 'D'), ('Mohammed Al Amri', None), ('Abdullah Al Fahad', 'D'), ('Muteb Al-Mutlaq', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Kanu', 'M'), ('Daniel Amora', 'M'), ('Sultan Farhan', 'M'), ('Saleh Al Shehri', None)]",25,Match Finished,6.46,6.77
151892,Al-Faisaly FC,Al-Ittihad FC,3.0,2.0,Prince Salman Bin Abdulaziz Sport City Stadium,2019-03-29 17:55:00,2018/2019,Péricles Chamusca,S. Bilić,4-2-3-1,4-2-3-1,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Wesam Al Swed', 'D'), ('Rogerinho', 'M'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Luisinho', 'M'), ('Yazeed Al Bakr', 'D'), ('Sultan Madash', 'M'), ('D. Calderón', 'F')]","[('Fawaz Al Qarni', 'G'), ('M. da Costa', 'D'), ('Mansour Al Harbi', 'D'), ('Ahmad Asiri', 'D'), ('Saud Abdul Hamid', None), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('Romarinho', 'F'), ('Garry Rodrigues', 'M'), ('Jamal Ba Jandooh', 'M'), ('Fahad Al Muwallad', 'F')]",25,Match Finished,6.86,6.61
151893,Al-Nassr,Al-Hilal Saudi FC,3.0,2.0,Prince Faisal bin Fahd Stadium,2019-03-29 19:40:00,2018/2019,Rui Vitória,Z. Mamić,4-2-3-1,4-2-3-1,"[('Waleed Abdullah', 'G'), ('Maicon', 'D'), ('Bruno Uvini', 'D'), ('Abdulrahman Al Obaid', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Sultan Al Ghanam', 'D'), ('Abdullah Alkhaibari', 'M'), ('N. Amrabat', 'M'), ('A. Musa', 'F'), ('A. Hamdallah', 'F')]","[('Ali Al Habsi', 'G'), ('Botía', 'D'), ('Yasir Al Shahrani', 'D'), ('M. Degenek', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('Carlos Eduardo', 'M'), ('Salem Al Dawsari', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F'), ('S. Giovinco', 'F')]",25,Match Finished,6.79,6.5
151894,Ohod,Al Shabab,1.0,2.0,Prince Mohammed bin Abdul Aziz Stadium,2019-03-30 18:15:00,2018/2019,A. Souayah,M. Şumudică,5-3-2,4-1-4-1,"[('Abdullah Al Oaisher', None), ('C. Medjani', 'D'), ('A. Belaïd', 'D'), ('G. Abderrazzak', None), ('Majed Hazazi', 'D'), ('Omar Mohammead', 'D'), ('Tamer Haj Mohamad', 'M'), ('Abdullah Magrshi', 'M'), ('Mohmad Atiah', 'M'), ('Ismael Al Maghrabi', None), ('Mohameed Eldaw', 'M')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('Hassan Muath Fallatah', 'D'), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('M. Boussoufa', 'M'), ('Luiz Antônio', 'M'), ('Abdulmajeed Al Sulaiheem', 'M'), ('Abdulmalek Al Shammary', 'M'), ('Sebá', 'F'), ('B. Trawally', 'F')]",25,Match Finished,6.61,6.77
151886,Al-Fayha,Al-Ahli Jeddah,0.0,2.0,Prince Salman Bin Abdulaziz Sport City Stadium,2019-04-01 18:55:00,2018/2019,N. Zekri,J. Fossati,3-5-2,4-4-2,"[(""Amer Shafi'"", None), ('Gêgê', 'D'), ('Nawaf Al Sabhi', None), ('Sami Al Khaibari', None), ('A. Tziolis', 'M'), ('N. Besara', 'F'), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Abdulkarim Al Qahtani', 'M'), ('Hussain Al Nakhli', None), ('Daifallah Al Qarni', None)]","[('Mohammed Al Owais', 'G'), ('Aderllan Santos', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('Hani Al Sibyani', None), ('N. Stanciu', 'M'), ('Hussain Al Mogahwi', 'M'), ('C. Baeza', 'M'), ('Mohanad Aseri', 'F'), ('Salman Al Moasher', 'M'), ('Djaniny', 'F')]",24,Match Finished,6.69,7.44
