fixture_id,home_team,away_team,home_goals,away_goals,venue,date,season,home_coach,away_coach,home_formation,away_formation,home_players,away_players,round,status,H_avg_ratings,A_avg_ratings
151737,Al Baten,Al-Nassr,0.0,2.0,Al-Batin Club Stadium,2018-10-19 18:10:00,2018/2019,F. Vercauteren,D. Carreño,4-3-3,4-2-3-1,"[('Adriano Facchini', 'G'), ('Lucas', 'D'), ('Sultan Msarhi', None), ('João Gabriel', 'D'), ('J. Arango', 'M'), ('Baraka', 'M'), ('Majed Kanabah', 'M'), ('Mhana Al Enazi', 'D'), ('Muteb Mansour Al-Mutairi', 'M'), ('A. Bouhaddouz', 'F'), ('Crysan', 'M')]","[('B. Jones', 'G'), ('Bruno Uvini', 'D'), ('Omar Hawsawi', 'D'), ('Giuliano', 'M'), ('Yehya Al Shehri', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Hamed Al Mansour', 'D'), ('Sultan Al Ghanam', 'D'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F')]",6,Match Finished,6.67,7.17
151738,Al-Faisaly FC,Al Taawon,1.0,4.0,Prince Salman Bin Abdulaziz Sport City Stadium,2018-10-19 18:10:00,2018/2019,F. Al-Waraqah,Pedro Emanuel,4-3-3,4-2-3-1,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Omar Abdulaziz', 'M'), ('Yazeed Al Bakr', 'D'), ('Abdulaziz Al Bishi', None), ('Hamdan Al Shamrani', 'D'), ('Rogerinho', 'M'), ('Mohammed Majrashi', 'F'), ('Abdullah Al Hawsawi', 'M')]","[('Cássio', None), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Jehad Al Hussain', 'M'), ('Sandro Manoel', 'M'), ('Madallah Alolayan', 'D'), ('Ryan Al Mousa', 'M'), ('Rabeaa Sefiani', 'M'), ('Héldon', 'M'), ('L. Tawamba Kana', 'F')]",6,Match Finished,6.41,7.11
151739,Al-Raed,Al-Fateh,0.0,3.0,King Abdullah Sport City Stadium,2018-10-19 18:15:00,2018/2019,B. Hasi,F. Al Jabal,4-2-3-1,4-4-2,"[('A. Doukha', 'G'), ('H. Belkaroui', 'D'), ('Mohammed Al Amri', None), ('Abdullah Al Shamekh', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Daniel Amora', 'M'), ('Sultan Al Sawadi', 'M'), ('Y. El Ghanassy', 'M'), ('F. Hasani', 'M'), ('Saleh Al Shehri', None)]","[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('M. Naamani', 'D'), ('Ali Alawjami', None), ('T. Nzuzi', 'M'), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('Abdullah Al Ammar', 'D'), ('Hamad Al Juhaim', 'F'), ('Mansour Hamzi', 'M')]",6,Match Finished,6.45,7.44
151740,Al-Ittihad FC,Ohod,1.0,1.0,King Abdullah Sports City,2018-10-19 20:00:00,2018/2019,S. Bilić,F. Arce,4-2-3-1,4-4-2,"[('Assaf Al Qarni', 'G'), ('M. Jurman', 'D'), ('Thiago Carleto', 'M'), ('Hassan Muath Fallatah', 'D'), ('Ahmad Asiri', 'D'), ('K. El Ahmadi', 'M'), ('Romarinho', 'F'), ('Jonas', 'M'), ('Valdívia', 'M'), ('A. Pešić', 'F'), ('Abdulrahman Al Ghamdi', 'M')]","[('Z. Laaroubi', 'G'), ('Hussein Abdul Ghani', None), ('Apodi', 'D'), ('E. Sipović', 'D'), ('Sami Kassar', 'D'), ('Omar Mohammead', 'D'), ('Tamer Haj Mohamad', 'M'), ('C. Ohene', 'M'), ('Islam Seraj', 'F'), ('Ribamar', 'F'), ('Mohameed Eldaw', 'M')]",6,Match Finished,6.89,6.83
151742,Al Shabab,Al-Hilal Saudi FC,0.0,1.0,Prince Faisal bin Fahd Stadium,2018-10-20 19:45:00,2018/2019,M. Şumudică,Jorge Jesus,4-5-1,4-3-3,"[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('Saleh Al Qumayzi', 'D'), ('Euller', 'D'), ('Hattan Babhir', 'M'), ('Luiz Antônio', 'M'), ('Abdullah Alkhaibari', 'M'), ('Nasser Al Shamrani', 'F'), ('Arthur Caike', 'M')]","[('Ali Al Habsi', 'G'), ('Botía', 'D'), ('Yasir Al Shahrani', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('Omar Abdulrahman', 'M'), ('Carlos Eduardo', 'M'), ('A. Carrillo', 'M'), ('Salem Al Dawsari', 'M'), ('Mohammed Kanoo', 'M'), ('G. Rivas', 'F')]",6,Match Finished,6.69,7.11
151743,Al-Faisaly FC,Al-Raed,2.0,0.0,Prince Salman Bin Abdulaziz Sport City Stadium,2018-10-24 18:05:00,2018/2019,Péricles Chamusca,B. Hasi,4-2-3-1,4-2-3-1,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Yazeed Al Bakr', 'D'), ('Abdulaziz Al Bishi', None), ('Hamdan Al Shamrani', 'D'), ('J. Akpala', 'F'), ('Rogerinho', 'M'), ('D. Calderón', 'F')]","[('A. Doukha', 'G'), ('H. Belkaroui', 'D'), ('Mohammed Al Amri', None), ('Abdullah Al Shamekh', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Daniel Amora', 'M'), ('Sultan Al Sawadi', 'M'), ('Sultan Farhan', 'M'), ('F. Hasani', 'M'), ('Saleh Al Shehri', None)]",7,Match Finished,7.1,6.74
151744,Al-Ettifaq,Al-Hazm,1.0,0.0,Prince Mohamed Bin Fahd Stadium,2018-10-25 17:40:00,2018/2019,L. Ramos,D. Isăilă,4-2-3-1,4-2-3-1,"[(""R. M'Bolhi"", 'G'), ('R. Arias', 'D'), ('Hussein Al Sayed', 'D'), ('Ahmad Al Hbeab', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('F. Kiss', 'M'), ('B. Alemán', 'M'), ('Osama Al Khalaf', 'M'), ('C. Guanca', 'M'), ('F. Ben Youssef', 'F'), ('Mohammed Al Kuwaykibi', 'M')]","[('M. Asselah', 'G'), ('Alemão', 'D'), ('Khaled Al Barakah', 'D'), ('Saif Hussain', 'D'), ('C. Feraud', 'M'), ('Muralha', 'M'), ('Rodolfo', 'M'), ('Yousef Qalfa', 'M'), ('Masood Bekheet', 'D'), ('J. Pajoy', 'F'), ('Mohammed Al Saiari', 'F')]",7,Match Finished,6.92,6.82
151745,Al-Ahli Jeddah,Al-Fateh,5.0,1.0,King Abdullah Sports City,2018-10-25 18:30:00,2018/2019,P. Guede,F. Al Jabal,4-4-2,4-4-2,"[('Mohammed Al Owais', 'G'), ('Mohamed Abdul Shafy', 'D'), ('Mohammed Al Fatil', 'D'), ('P. Díaz', 'D'), ('Abdullah Tarmin', 'D'), ('José Jurado', 'M'), ('Souza', 'M'), ('Abdalla El Said', 'M'), ('Nouh Al mousa', 'M'), ('Djaniny', 'F'), ('Omar Al Somah', 'F')]","[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('M. Naamani', 'D'), ('Ali Alawjami', None), ('T. Nzuzi', 'M'), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('Abdullah Al Ammar', 'D'), ('João Pedro', 'F'), ('Mansour Hamzi', 'M')]",7,Match Finished,7.31,6.47
151746,Al-Hilal Saudi FC,Al-Ittihad FC,3.0,1.0,King Saud University Stadium,2018-10-25 20:30:00,2018/2019,Jorge Jesus,S. Bilić,4-3-3,3-4-2-1,"[('Ali Al Habsi', 'G'), ('Botía', 'D'), ('Yasir Al Shahrani', 'D'), ('Hasan Kadesh', 'D'), ('Ali Albulayhi', 'D'), ('Carlos Eduardo', 'M'), ('A. Carrillo', 'M'), ('Salem Al Dawsari', 'M'), ('Abdullah Otayf', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F')]","[('Assaf Al Qarni', 'G'), ('M. Jurman', 'D'), ('Thiago Carleto', 'M'), ('Ahmad Asiri', 'D'), ('Awn Mutlaq Al Slaluli', None), ('K. El Ahmadi', 'M'), ('Romarinho', 'F'), ('Jonas', 'M'), ('Valdívia', 'M'), ('Omar Al-Mazial', None), ('A. Pešić', 'F')]",7,Match Finished,7.08,6.51
151747,Al Shabab,Al-Qadisiyah FC,2.0,1.0,Prince Faisal bin Fahd Stadium,2018-10-26 18:05:00,2018/2019,M. Şumudică,A. Stanojević,4-1-4-1,4-3-2-1,"[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('V. Găman', 'D'), ('Saleh Al Qumayzi', 'D'), ('Fahad Zahim', 'D'), ('Somália', 'M'), ('Luiz Antônio', 'M'), ('Waleed Hizam', 'M'), ('Abdullah Alkhaibari', 'M'), ('Nasser Al Shamrani', 'F'), ('Arthur Caike', 'M')]","[('J. Duncan', 'G'), ('R. Williams', 'D'), ('Fawaz Fallatah', 'D'), ('Yaseen Barnawi', 'D'), ('Hatim Belal', None), ('Ibrahim Al Shuayl', 'D'), ('Élton', 'M'), ('Shaya Ali Sharahli', 'M'), ('N. Hervé', 'M'), ('Jorginho', 'M'), ('Haroune Camara', 'F')]",7,Match Finished,6.87,6.87
151748,Al Baten,Al Taawon,0.0,5.0,Al-Batin Club Stadium,2018-10-26 18:10:00,2018/2019,F. Vercauteren,Pedro Emanuel,4-3-3,4-2-3-1,"[('Mohammed Al Yami', 'G'), ('Lucas', 'D'), ('Sultan Msarhi', None), ('Soltan Ghneman', 'D'), ('Bandar Al Mutairi', 'D'), ('Baraka', 'M'), ('M. Riascos', 'M'), ('Mhana Al Enazi', 'D'), ('A. Bouhaddouz', 'F'), ('Fahad Al Johani', 'M'), ('Crysan', 'M')]","[('Cássio', None), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Jehad Al Hussain', 'M'), ('Sandro Manoel', 'M'), ('Madallah Alolayan', 'D'), ('Rabeaa Sefiani', 'M'), ('Héldon', 'M'), ('C. Amissi', 'M'), ('L. Tawamba Kana', 'F')]",7,Match Finished,6.1,7.19
151749,Ohod,Al Wehda Club,1.0,3.0,Prince Mohammed bin Abdul Aziz Stadium,2018-10-26 18:25:00,2018/2019,F. Arce,Fábio Carille,4-2-3-1,4-2-3-1,"[('Z. Laaroubi', 'G'), ('Apodi', 'D'), ('A. Teikeu', 'D'), ('Sami Kassar', 'D'), ('Omar Mohammead', 'D'), ('Tamer Haj Mohamad', 'M'), ('Ali Hassan Al Asmari', 'M'), ('Islam Seraj', 'F'), ('Mohmad Atiah', 'M'), ('Ribamar', 'F'), ('Mohameed Eldaw', 'M')]","[('Mohamed Awad', 'G'), ('Osama Hawsawi', 'D'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('E. Çolak', 'M'), ('R. Otero', 'M'), ('Faisal Darwish', 'D'), ('Marcos Guilherme', 'M'), ('Abdulelah Al Malki', 'M'), ('Ali Al-Nemer', 'M'), ('Fernandão', 'F')]",7,Match Finished,6.47,6.95
151750,Al-Fayha,Al-Nassr,1.0,1.0,Prince Salman Bin Abdulaziz Sport City Stadium,2018-10-26 19:45:00,2018/2019,S. Muslin,D. Carreño,3-4-3,4-2-3-1,"[('C. Bonilla', 'G'), ('Gêgê', 'D'), ('Nawaf Al Sabhi', None), ('Ahmed Bamsaud', None), ('Sami Al Khaibari', None), ('A. Tziolis', 'M'), ('J. Gómez', 'M'), ('Tawfiq Buhumaid', 'D'), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Abdullah Al Salem', None)]","[('B. Jones', 'G'), ('Bruno Uvini', 'D'), ('Omar Hawsawi', 'D'), ('Abdullah Madu', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Sultan Al Ghanam', 'D'), ('N. Amrabat', 'M'), ('A. Musa', 'F'), ('A. Hamdallah', 'F')]",7,Match Finished,6.81,6.85
151752,Al Baten,Al-Hazm,1.0,0.0,Al-Batin Club Stadium,2018-11-01 17:00:00,2018/2019,F. Vercauteren,D. Isăilă,4-3-3,4-2-3-1,"[('Mohammed Al Yami', 'G'), ('Sultan Msarhi', None), ('Soltan Ghneman', 'D'), ('Bandar Al Mutairi', 'D'), ('Baraka', 'M'), ('Rayed Al Ghamdi', 'F'), ('Majed Kanabah', 'M'), ('Mhana Al Enazi', 'D'), ('A. Bouhaddouz', 'F'), ('Fahad Al Johani', 'M'), ('Crysan', 'M')]","[('M. Asselah', 'G'), ('Alemão', 'D'), ('Khaled Al Barakah', 'D'), ('Saif Hussain', 'D'), ('C. Feraud', 'M'), ('Muralha', 'M'), ('Rodolfo', 'M'), ('Yousef Qalfa', 'M'), ('Masood Bekheet', 'D'), ('J. Pajoy', 'F'), ('Mohammed Al Saiari', 'F')]",8,Match Finished,7.16,6.99
151753,Al-Faisaly FC,Al-Ettifaq,5.0,1.0,Prince Salman Bin Abdulaziz Sport City Stadium,2018-11-01 17:00:00,2018/2019,Péricles Chamusca,L. Ramos,4-2-3-1,4-2-3-1,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Yazeed Al Bakr', 'D'), ('Abdulaziz Al Bishi', None), ('Hamdan Al Shamrani', 'D'), ('J. Akpala', 'F'), ('Rogerinho', 'M'), ('D. Calderón', 'F')]","[('Abdullah Al Bahri', 'G'), ('R. Arias', 'D'), ('Hussein Al Sayed', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Saeed Al Rubaie', 'D'), ('F. Kiss', 'M'), ('B. Alemán', 'M'), ('Osama Al Khalaf', 'M'), ('C. Guanca', 'M'), ('F. Ben Youssef', 'F'), ('Mohammed Al Kuwaykibi', 'M')]",8,Match Finished,7.37,6.28
151754,Al Wehda Club,Al Shabab,0.0,1.0,King Abdul Aziz Stadium,2018-11-01 17:25:00,2018/2019,Fábio Carille,M. Şumudică,4-2-3-1,4-1-4-1,"[('Mohamed Awad', 'G'), ('Osama Hawsawi', 'D'), ('Renato Chaves', 'D'), ('Abdullah Al Zoari', 'D'), ('E. Çolak', 'M'), ('R. Otero', 'M'), ('Faisal Darwish', 'D'), ('Marcos Guilherme', 'M'), ('Abdulelah Al Malki', 'M'), ('Ali Al-Nemer', 'M'), ('Fernandão', 'F')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('Saleh Al Qumayzi', 'D'), ('Fahad Zahim', 'D'), ('Hattan Babhir', 'M'), ('Luiz Antônio', 'M'), ('Abdullah Alkhaibari', 'M'), ('Nasser Al Shamrani', 'F'), ('Arthur Caike', 'M')]",8,Match Finished,6.74,6.96
151755,Al-Ittihad FC,Al-Raed,1.0,2.0,King Abdullah Sports City,2018-11-01 18:50:00,2018/2019,S. Bilić,B. Hasi,4-2-3-1,4-2-3-1,"[('Assaf Al Qarni', 'G'), ('Mansour Al Harbi', 'D'), ('Ahmad Asiri', 'D'), ('Ziyad Al Sahafi', 'D'), ('K. El Ahmadi', 'M'), ('C. Villanueva', 'M'), ('Jamal Ba Jandooh', 'M'), ('Valdívia', 'M'), ('Omar Al-Mazial', None), ('A. Pešić', 'F'), ('Fahad Al Muwallad', 'F')]","[('A. Doukha', 'G'), ('H. Belkaroui', 'D'), ('Abdullah Al Fahad', 'D'), ('Abdullah Al Shamekh', 'D'), ('Mohamed Atwa', 'D'), ('A. Hammoudan', 'M'), ('Daniel Amora', 'M'), ('Sultan Al Sawadi', 'M'), ('Sultan Farhan', 'M'), ('Ismaël Bangoura', 'F'), ('Y. El Ghanassy', 'M')]",8,Match Finished,6.91,7.02
151756,Al-Qadisiyah FC,Al-Hilal Saudi FC,0.0,2.0,Prince Saud bin Jalawi Stadium,2018-11-02 16:35:00,2018/2019,A. Stanojević,Jorge Jesus,4-3-3,4-2-3-1,"[('J. Duncan', 'G'), ('Adnan Falatah', None), ('R. Williams', 'D'), ('Fawaz Fallatah', 'D'), ('Yaseen Barnawi', 'D'), ('Hatim Belal', None), ('Élton', 'M'), ('Shaya Ali Sharahli', 'M'), ('N. Hervé', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]","[('Ali Al Habsi', 'G'), ('Botía', 'D'), ('Yasir Al Shahrani', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('Carlos Eduardo', 'M'), ('A. Carrillo', 'M'), ('Salem Al Dawsari', 'M'), ('Abdullah Otayf', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F')]",8,Match Finished,6.58,7.24
151757,Ohod,Al Taawon,1.0,0.0,Prince Mohammed bin Abdul Aziz Stadium,2018-11-02 17:20:00,2018/2019,F. Arce,Pedro Emanuel,4-4-2,4-2-3-1,"[('Z. Laaroubi', 'G'), ('Hussein Abdul Ghani', None), ('Apodi', 'D'), ('A. Teikeu', 'D'), ('E. Sipović', 'D'), ('Sami Kassar', 'D'), ('Omar Mohammead', 'D'), ('Tamer Haj Mohamad', 'M'), ('C. Ohene', 'M'), ('Rakan Al-Hafdhi', 'M'), ('Ribamar', 'F')]","[('Cássio', None), ('Ricardo Machado', 'D'), ('Ibrahim Al Zubaidi', 'D'), ('Talal Alabsi', 'D'), ('Jehad Al Hussain', 'M'), ('Sandro Manoel', 'M'), ('Madallah Alolayan', 'D'), ('Rabeaa Sefiani', 'M'), ('Héldon', 'M'), ('C. Amissi', 'M'), ('L. Tawamba Kana', 'F')]",8,Match Finished,7.01,6.66
151758,Al-Nassr,Al-Ahli Jeddah,0.0,2.0,Prince Faisal bin Fahd Stadium,2018-11-03 16:55:00,2018/2019,D. Carreño,P. Guede,4-3-3,4-3-3,"[('B. Jones', 'G'), ('Bruno Uvini', 'D'), ('Omar Hawsawi', 'D'), ('Giuliano', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Abdulaziz Al Jebreen', 'M'), ('Hamed Al Mansour', 'D'), ('Sultan Al Ghanam', 'D'), ('N. Amrabat', 'M'), ('A. Hamdallah', 'F')]","[('Mohammed Al Owais', 'G'), ('Mohamed Abdul Shafy', 'D'), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('José Jurado', 'M'), ('Souza', 'M'), ('Abdalla El Said', 'M'), ('Nouh Al mousa', 'M'), ('Abdulrahman Ghareeb', 'F'), ('Djaniny', 'F')]",8,Match Finished,6.59,7.21
151734,Al-Hilal Saudi FC,Al-Ettifaq,4.0,1.0,King Saud University Stadium,2018-11-06 16:55:00,2018/2019,Jorge Jesus,L. Ramos,4-2-3-1,4-2-3-1,"[('Ali Al Habsi', 'G'), ('Botía', 'D'), ('Hasan Kadesh', 'D'), ('Mohammed Al Burayk', 'D'), ('Ali Albulayhi', 'D'), ('Carlos Eduardo', 'M'), ('A. Carrillo', 'M'), ('Salman Al Faraj', 'M'), ('Salem Al Dawsari', 'M'), ('Mohammed Kanoo', 'M'), ('B. Gomis', 'F')]","[('Abdullah Al Saleh', 'G'), ('R. Arias', 'D'), ('Hussein Al Sayed', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Saeed Al Rubaie', 'D'), ('Saad Al Khayri', 'D'), ('F. Kiss', 'M'), ('B. Alemán', 'M'), ('C. Guanca', 'M'), ('F. Ben Youssef', 'F'), ('Mohammed Al Kuwaykibi', 'M')]",5,Match Finished,7.22,6.42
151759,Al Baten,Al-Fateh,2.0,2.0,Al-Batin Club Stadium,2018-11-08 16:45:00,2018/2019,F. Vercauteren,F. Al Jabal,4-4-2,4-2-3-1,"[('Mohammed Al Yami', 'G'), ('Sultan Msarhi', None), ('Soltan Ghneman', 'D'), ('Bandar Al Mutairi', 'D'), ('Baraka', 'M'), ('Rayed Al Ghamdi', 'F'), ('Majed Kanabah', 'M'), ('Mhana Al Enazi', 'D'), ('A. Bouhaddouz', 'F'), ('Fahad Al Johani', 'M'), ('Crysan', 'M')]","[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('M. Naamani', 'D'), ('Yassen Hamza', 'D'), ('T. Nzuzi', 'M'), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('Abdullah Al Ammar', 'D'), ('Mansour Hamzi', 'M'), ('Alkhali Bangoura', 'M')]",9,Match Finished,6.67,6.7
151760,Al-Faisaly FC,Al Shabab,0.0,0.0,Prince Salman Bin Abdulaziz Sport City Stadium,2018-11-08 16:50:00,2018/2019,Péricles Chamusca,M. Şumudică,4-2-3-1,3-4-3,"[('Mustafa Malayekah', 'G'), ('A. Puljić', 'D'), ('Igor Rossi', 'D'), ('Fahad Al Ansari', 'M'), ('K. Hyland', 'M'), ('Yazeed Al Bakr', 'D'), ('Abdulaziz Al Bishi', None), ('Hamdan Al Shamrani', 'D'), ('J. Akpala', 'F'), ('Rogerinho', 'M'), ('D. Calderón', 'F')]","[('F. Ben Mustapha', 'G'), ('Mohammed Salem', None), ('D. Benlamri', 'D'), ('V. Găman', 'D'), ('Saleh Al Qumayzi', 'D'), ('Fahad Zahim', 'D'), ('Hattan Babhir', 'M'), ('Luiz Antônio', 'M'), ('Abdulmalek Al Shammary', 'M'), ('Nasser Al Shamrani', 'F'), ('Arthur Caike', 'M')]",9,Match Finished,7.17,6.82
151762,Al-Ahli Jeddah,Al-Qadisiyah FC,0.0,2.0,King Abdullah Sports City,2018-11-09 17:20:00,2018/2019,P. Guede,A. Stanojević,4-4-2,4-3-2-1,"[('Mohammed Al Owais', 'G'), ('Mohamed Abdul Shafy', 'D'), ('Mohammed Al Fatil', 'D'), ('Saeed Al Mowalad', 'D'), ('P. Díaz', 'D'), ('Abdulbasit Hindi', None), ('José Jurado', 'M'), ('Abdalla El Said', 'M'), ('Nouh Al mousa', 'M'), ('Abdulrahman Ghareeb', 'F'), ('Djaniny', 'F')]","[('J. Duncan', 'G'), ('Adnan Falatah', None), ('R. Williams', 'D'), ('Fawaz Fallatah', 'D'), ('Yaseen Barnawi', 'D'), ('Hatim Belal', None), ('Élton', 'M'), ('N. Hervé', 'M'), ('Jorginho', 'M'), ('Bismark', 'M'), ('Haroune Camara', 'F')]",9,Match Finished,6.75,7.18
151763,Al-Fayha,Al-Ittihad FC,2.0,1.0,Prince Salman Bin Abdulaziz Sport City Stadium,2018-11-10 16:50:00,2018/2019,S. Muslin,S. Bilić,3-4-3,4-3-3,"[('C. Bonilla', 'G'), ('Gêgê', 'D'), ('Sami Al Khaibari', None), ('Omar Hamad Al Aowda', 'D'), ('A. Tziolis', 'M'), ('Tawfiq Buhumaid', 'D'), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Abdulkarim Al Qahtani', 'M'), ('Daifallah Al Qarni', None), ('R. Fernández', 'F')]","[('Fawaz Al Qarni', 'G'), ('Mansour Al Harbi', 'D'), ('Hassan Muath Fallatah', 'D'), ('Ziyad Al Sahafi', 'D'), ('Awn Mutlaq Al Slaluli', None), ('K. El Ahmadi', 'M'), ('Romarinho', 'F'), ('Jonas', 'M'), ('Omar Al-Mazial', None), ('Khaled Al Samiri', None), ('Fahad Al Muwallad', 'F')]",9,Match Finished,7.05,6.94
151765,Al-Ettifaq,Al-Nassr,1.0,2.0,Prince Mohamed Bin Fahd Stadium,2018-11-11 19:15:00,2018/2019,L. Ramos,D. Carreño,4-2-3-1,4-3-3,"[(""R. M'Bolhi"", 'G'), ('R. Arias', 'D'), ('Hussein Al Sayed', 'D'), ('Ali Abdullah Hazzazi', 'M'), ('Saeed Al Rubaie', 'D'), ('B. Alemán', 'M'), ('Omar Al Senien', 'D'), ('C. Guanca', 'M'), ('Mohammed Al Kuwaykibi', 'M'), ('Hazzaa Al Hazzaa', 'F'), ('Abdulrahman Al Obod', 'F')]","[('Waleed Abdullah', 'G'), ('C. Ramos', 'D'), ('Bruno Uvini', 'D'), ('Giuliano', 'M'), ('Yehya Al Shehri', 'M'), ('Petros', 'M'), ('Awdh Faraj', 'D'), ('Sultan Al Ghanam', 'D'), ('N. Amrabat', 'M'), ('A. Musa', 'F'), ('Firas Albirakan', 'F')]",9,Match Finished,6.41,7.15
151767,Al-Fateh,Ohod,4.0,0.0,Prince Abdullah bin Jalawi Stadium,2018-11-22 13:45:00,2018/2019,F. Al Jabal,F. Arce,4-2-3-1,4-4-2,"[('M. Koval', 'G'), ('M. Aguirregaray', 'D'), ('Yassen Hamza', 'D'), ('Abdullah Al Yousif', 'D'), ('Mohammed Alfehaid', 'M'), ('A. Oueslati', 'M'), ('I. Chenihi', 'M'), ('Abdulaziz Al Sharid', 'M'), ('Mohammed Al Majhad', 'M'), ('João Pedro', 'F'), ('Alkhali Bangoura', 'M')]","[('Z. Laaroubi', 'G'), ('Hussein Abdul Ghani', None), ('Apodi', 'D'), ('A. Teikeu', 'D'), ('E. Sipović', 'D'), ('Sami Kassar', 'D'), ('Omar Mohammead', 'D'), ('Tamer Haj Mohamad', 'M'), ('C. Ohene', 'M'), ('Rakan Al-Hafdhi', 'M'), ('Ribamar', 'F')]",10,Match Finished,7.21,6.36
151768,Al-Fayha,Al-Hazm,1.0,1.0,Prince Salman Bin Abdulaziz Sport City Stadium,2018-11-22 16:50:00,2018/2019,S. Muslin,D. Isăilă,3-4-3,4-3-1-2,"[('C. Bonilla', 'G'), ('Gêgê', 'D'), ('Nawaf Al Sabhi', None), ('Ahmed Bamsaud', None), ('Sami Al Khaibari', None), ('Tawfiq Buhumaid', 'D'), ('D. Moreno', 'M'), ('Abdulrahman Al Barakah', 'M'), ('Abdulkarim Al Qahtani', 'M'), ('Daifallah Al Qarni', None), ('R. Fernández', 'F')]","[('M. Asselah', 'G'), ('Alemão', 'D'), ('Salem Al Hamdan', None), ('Saif Hussain', 'D'), ('Muralha', 'M'), ('Rodolfo', 'M'), ('Masood Bekheet', 'D'), ('J. Pajoy', 'F'), ('Ali Kharmi', 'F'), ('Mohammed Al Saiari', 'F'), ('Faris Al Alayaf', 'M')]",10,Match Finished,6.94,6.78
151769,Al Wehda Club,Al Baten,1.0,0.0,King Abdul Aziz Stadium,2018-11-22 17:20:00,2018/2019,Fábio Carille,Yousef Alghadeer,4-2-3-1,4-4-2,"[('Mohamed Awad', 'G'), ('Renato Chaves', 'D'), ('Sari Amro', 'D'), ('Abdulelah Al Amri', 'D'), ('Taisir Al Jassim', 'M'), ('Anselmo', 'M'), ('E. Çolak', 'M'), ('R. Otero', 'M'), ('Marcos Guilherme', 'M'), ('Fawaz Al Sagourq', 'M'), ('Fernandão', 'F')]","[('Mohammed Al Yami', 'G'), ('Lucas', 'D'), ('Soltan Ghneman', 'D'), ('Bandar Al Mutairi', 'D'), ('Anas Zabbani', 'D'), ('J. Arango', 'M'), ('Majed Kanabah', 'M'), ('Jedaan Al Shemmari', 'M'), ('A. Bouhaddouz', 'F'), ('Fahad Al Johani', 'M'), ('Crysan', 'M')]",10,Match Finished,7.08,6.76
